person_id,degree_id,job_id
88604673,88622536,88615766
88604673,88622536,88615767
88611166,88628604,88617230
88603633,88621575,88615221
88603620,88621561,NA
88611167,88628605,88617231
88603627,88621569,88615217
88603627,88621568,88615217
88611172,88628609,NA
88603628,88621570,88615218
88603645,88621587,88615230
88600605,88618721,88613936
88600605,88618720,88613936
88601452,88619515,NA
88603027,NA,88614934
88601450,88619513,88614290
88601450,88619512,88614290
88611183,88628618,88617238
88611174,NA,NA
88603634,88621576,88615222
88602317,88620327,88614625
88602877,88620860,88614889
88602641,NA,NA
88601625,88619678,88614344
88601625,88619678,88614345
88604681,88622544,88615773
88607847,88625511,88616566
