field,person_id,college_id,graduation_year,degree,degree_id
Mechanical Engineering 機械,88604306,NA,NA,NA,88622208
Electrical Engineering 電機,88603002,NA,NA,NA,88620977
Surveying 測量,88606664,NA,NA,NA,88624391
Civil Engineering 土木,88603583,NA,NA,NA,88621523
Mechanical Engineering 機械,88605350,NA,NA,NA,88623169
Chemical Engineering 化工,88604640,NA,NA,NA,88622506
Mining and Metallurgy,88604774,NA,NA,NA,88622625
Mechanical Engineering 機械,88611279,NA,NA,NA,88628710
Mechanical Engineering 機械,88602280,NA,NA,NA,88620291
Civil Engineering 土木,88608253,NA,NA,NA,88625883
Mechanical Engineering 機械,88608256,NA,NA,NA,88625886
Civil Engineering 土木,88608259,NA,NA,NA,88625889
Chemical Engineering 化工,88608258,NA,NA,NA,88625888
Electrical Engineering 電機,88608254,NA,NA,NA,88625884
Civil Engineering 土木,88608251,NA,NA,NA,88625882
Mechanical Engineering 機械,88605276,NA,NA,NA,88623101
Surveying 測量,88608255,NA,NA,NA,88625885
Civil Engineering 土木,88608240,NA,NA,NA,88625872
Chemical Engineering 化工,88608243,NA,NA,NA,88625875
Hydraulic Engineering,88605273,NA,NA,NA,88623099
Electrical Engineering 電機,88603109,NA,NA,NA,88621079
Civil Engineering 土木,88608245,NA,NA,NA,88625876
Electrical Engineering 電機,88608241,NA,NA,NA,88625873
Electrical Engineering 電機,88602191,NA,NA,NA,88620203
Mechanical Engineering 機械,88601193,NA,NA,NA,88619261
Mechanical Engineering 機械,88601191,NA,NA,NA,88619259
Civil Engineering 土木,88601682,NA,NA,NA,88619733
Mechanical Engineering 機械,88608239,NA,NA,NA,88625871
Civil Engineering 土木,88601683,NA,NA,NA,88619734
Nuclear Engineering,88603108,NA,NA,NA,88621078
Civil Engineering 土木,88610947,NA,NA,NA,88628381
Civil Engineering 土木,88602500,NA,NA,NA,88620500
Mechanical Engineering 機械,88600484,NA,NA,NA,88618607
Mechanical Engineering 機械,88610949,NA,NA,NA,88628383
Mining and Metallurgy,88604809,NA,NA,NA,88622657
Civil Engineering 土木,88600483,NA,NA,NA,88618606
Mechanical Engineering 機械,88603350,NA,NA,NA,88621309
Chemical Engineering 化工,88605807,NA,NA,NA,88623566
Civil Engineering 土木,88605803,NA,NA,NA,88623562
Mechanical Engineering 機械,88605808,NA,NA,NA,88623567
Electrical Engineering 電機,88601289,NA,NA,NA,88619356
Civil Engineering 土木,88605806,NA,NA,NA,88623565
Mechanical Engineering 機械,88605809,NA,NA,NA,88623568
Chemical Engineering 化工,88600481,NA,NA,NA,88618604
Mechanical Engineering 機械,88602392,NA,NA,NA,88620398
Mechanical Engineering 機械,88603118,NA,NA,NA,88621088
Chemical Engineering 化工,88602783,NA,NA,NA,88620770
Mining and Metallurgy,88608289,NA,NA,NA,88625913
Mechanical Engineering 機械,88608299,NA,NA,NA,88625922
Hydraulic Engineering,88604996,NA,NA,NA,88622831
Chemical Engineering 化工,88608295,NA,NA,NA,88625919
Electrical Engineering 電機,88608292,NA,NA,NA,88625916
Civil Engineering 土木,88608290,NA,NA,NA,88625914
Civil Engineering 土木,88608296,NA,NA,NA,88625920
Civil Engineering 土木,88600830,NA,NA,NA,88618926
Electrical Engineering 電機,88600828,NA,NA,NA,88618925
Mechanical Engineering 機械,88608294,NA,NA,NA,88625918
Mechanical Engineering 機械,88603347,NA,NA,NA,88621306
Chemistry,88603490,NA,NA,NA,88621439
Mechanical Engineering 機械,88603491,NA,NA,NA,88621440
Mechanical Engineering 機械,88604776,NA,NA,NA,88622627
Mechanical Engineering 機械,88603293,NA,NA,NA,88621259
Civil Engineering 土木,88603294,NA,NA,NA,88621260
Mechanical Engineering 機械,88602875,NA,NA,NA,88620858
Chemical Engineering 化工,88610892,NA,NA,NA,88628328
Chemical Engineering 化工,88600434,NA,NA,NA,88618567
Mechanical Engineering 機械,88601198,NA,NA,NA,88619266
Communications,88603292,NA,NA,NA,88621258
Aviation,88610824,NA,NA,NA,88628261
Mechanical Engineering 機械,88602317,NA,NA,NA,88620327
Mechanical Engineering 機械,88606836,NA,NA,NA,88624554
Civil Engineering 土木,88603883,NA,NA,NA,88621818
Architecture 建築,88606817,NA,NA,NA,88624537
Mechanical Engineering 機械,88604903,NA,NA,NA,88622744
Civil Engineering 土木,88602316,NA,NA,NA,88620326
Mechanical Engineering 機械,88603622,NA,NA,NA,88621563
Chemical Engineering 化工,88603627,NA,NA,NA,88621568
Electrical Engineering 電機,88604322,NA,NA,NA,88622220
Chemical Engineering 化工,88606832,NA,NA,NA,88624550
Mechanical Engineering 機械,88606824,NA,NA,NA,88624543
Chemical Engineering 化工,88600150,NA,NA,NA,88618300
Mechanical Engineering 機械,88611178,NA,NA,NA,88628613
Civil Engineering 土木,88611194,NA,NA,NA,88628629
Mechanical Engineering 機械,88606829,NA,NA,NA,88624548
Civil Engineering 土木,88606828,NA,NA,NA,88624547
Mechanical Engineering 機械,88606831,NA,NA,NA,88624549
Architecture 建築,88606835,NA,NA,NA,88624553
Naval Engineering,88611179,NA,NA,NA,88628614
Mechanical Engineering 機械,88601451,NA,NA,NA,88619514
Civil Engineering 土木,88606826,NA,NA,NA,88624545
Civil Engineering 土木,88603624,NA,NA,NA,88621565
Civil Engineering 土木,88600607,NA,NA,NA,88618723
Mechanical Engineering 機械,88606819,NA,NA,NA,88624538
Mechanical Engineering 機械,88600601,NA,NA,NA,88618717
Mechanical Engineering 機械,88601449,NA,NA,NA,88619511
Mechanical Engineering 機械,88601462,NA,NA,NA,88619524
Mechanical Engineering 機械,88611190,NA,NA,NA,88628625
Mechanical Engineering 機械,88603643,NA,NA,NA,88621585
Mechanical Engineering 機械,88606821,NA,NA,NA,88624540
Mechanical Engineering 機械,88611173,NA,NA,NA,88628610
Mechanical Engineering 機械,88600151,NA,NA,NA,88618301
Civil Engineering 土木,88603639,NA,NA,NA,88621580
Mechanical Engineering 機械,88606834,NA,NA,NA,88624552
Civil Engineering 土木,88606839,NA,NA,NA,88624556
Electrical Engineering 電機,88602319,NA,NA,NA,88620329
Mining and Metallurgy,88606820,NA,NA,NA,88624539
Mechanical Engineering 機械,88602717,NA,NA,NA,88620709
Civil Engineering 土木,88601458,NA,NA,NA,88619521
Mechanical Engineering 機械,88611193,NA,NA,NA,88628628
Mechanical Engineering 機械,88606825,NA,NA,NA,88624544
Civil Engineering 土木,88601457,NA,NA,NA,88619520
Chemical Engineering 化工,88600148,NA,NA,NA,88618297
Mechanical Engineering 機械,88606816,NA,NA,NA,88624536
Civil Engineering 土木,88601456,NA,NA,NA,88619519
Chemical Engineering 化工,88601455,NA,NA,NA,88619518
Chemical Engineering 化工,88606833,NA,NA,NA,88624551
Chemical Engineering 化工,88606822,NA,NA,NA,88624541
Civil Engineering 土木,88606823,NA,NA,NA,88624542
Chemical Engineering 化工,88601461,NA,NA,NA,88619523
Mechanical Engineering 機械,88606838,NA,NA,NA,88624555
Civil Engineering 土木,88601454,NA,NA,NA,88619517
Mechanical Engineering 機械,88611186,NA,NA,NA,88628620
Mechanical Engineering 機械,88600608,NA,NA,NA,88618725
Civil Engineering 土木,88603623,NA,NA,NA,88621564
Mechanical Engineering 機械,88603443,NA,NA,NA,88621395
Civil Engineering 土木,88605520,NA,NA,NA,88623316
Civil Engineering 土木,88601201,NA,NA,NA,88619269
Civil Engineering 土木,88605519,NA,NA,NA,88623315
Chemical Engineering 化工,88601200,NA,NA,NA,88619268
Civil Engineering 土木,88604244,NA,NA,NA,88622149
Mechanical Engineering 機械,88605521,NA,NA,NA,88623317
Mechanical Engineering 機械,88601199,NA,NA,NA,88619267
Civil Engineering 土木,88607843,NA,NA,NA,88625507
Chemical Engineering 化工,88607820,NA,NA,NA,88625486
Hydraulic Engineering,88600182,NA,NA,NA,88618331
Electrical Engineering 電機,88607855,NA,NA,NA,88625518
Civil Engineering 土木,88607818,NA,NA,NA,88625484
Civil Engineering 土木,88607854,NA,NA,NA,88625517
Architecture 建築,88603076,NA,NA,NA,88621045
Naval Engineering,88603074,NA,NA,NA,88621043
Chemical Engineering 化工,88607834,NA,NA,NA,88625498
Civil Engineering 土木,88600760,NA,NA,NA,88618864
Mining and Metallurgy,88607829,NA,NA,NA,88625493
Mining and Metallurgy,88607822,NA,NA,NA,88625488
Civil Engineering 土木,88600763,NA,NA,NA,88618867
Architecture 建築,88607844,NA,NA,NA,88625508
Civil Engineering 土木,88607832,NA,NA,NA,88625496
Architecture 建築,88607823,NA,NA,NA,88625489
Chemical Engineering 化工,88607848,NA,NA,NA,88625512
Electrical Engineering 電機,88607819,NA,NA,NA,88625485
Chemical Engineering 化工,88607852,NA,NA,NA,88625515
Civil Engineering 土木,88607838,NA,NA,NA,88625502
Mechanical Engineering 機械,88607831,NA,NA,NA,88625495
Chemical Engineering 化工,88601623,NA,NA,NA,88619676
Mechanical Engineering 機械,88607836,NA,NA,NA,88625500
Mechanical Engineering 機械,88603073,NA,NA,NA,88621042
Electrical Engineering 電機,88607830,NA,NA,NA,88625494
Chemical Engineering 化工,88607828,NA,NA,NA,88625492
Mechanical Engineering 機械,88607821,NA,NA,NA,88625487
Civil Engineering 土木,88611885,NA,NA,NA,88629190
Mechanical Engineering 機械,88607825,NA,NA,NA,88625491
Mechanical Engineering 機械,88611286,NA,NA,NA,88628716
Mechanical Engineering 機械,88607846,NA,NA,NA,88625510
Civil Engineering 土木,88607840,NA,NA,NA,88625504
Hydraulic Engineering,88600762,NA,NA,NA,88618866
Mechanical Engineering 機械,88607839,NA,NA,NA,88625503
Civil Engineering 土木,88607851,NA,NA,NA,88625514
Architecture 建築,88607824,NA,NA,NA,88625490
Civil Engineering 土木,88607849,NA,NA,NA,88625513
Civil Engineering 土木,88607835,NA,NA,NA,88625499
Chemical Engineering 化工,88607837,NA,NA,NA,88625501
Civil Engineering 土木,88600183,NA,NA,NA,88618332
Mechanical Engineering 機械,88605812,NA,NA,NA,88623571
Hydraulic Engineering,88603352,NA,NA,NA,88621311
Mechanical Engineering 機械,88610950,NA,NA,NA,88628384
Mechanical Engineering 機械,88603289,NA,NA,NA,88621255
Mechanical Engineering 機械,88604898,NA,NA,NA,88622739
Mechanical Engineering 機械,88604896,NA,NA,NA,88622737
Civil Engineering 土木,88605250,NA,NA,NA,88623077
Chemical Engineering 化工,88604897,NA,NA,NA,88622738
Aviation,88606632,NA,NA,NA,88624360
Hydraulic Engineering,88603584,NA,NA,NA,88621524
Military Engineering,88605389,NA,NA,NA,88623201
Mining and Metallurgy,88605020,NA,NA,NA,88622855
Electrical Engineering 電機,88604807,NA,NA,NA,88622655
Mining and Metallurgy,88601882,NA,NA,NA,88619917
Mechanical Engineering 機械,88611861,NA,NA,NA,88629178
Surveying 測量,88605406,NA,NA,NA,88623220
Naval Engineering,88607047,NA,NA,NA,88624753
Mechanical Engineering 機械,88606917,NA,NA,NA,88624632
Electrical Engineering 電機,88604919,NA,NA,NA,88622757
Mechanical Engineering 機械,88607038,NA,NA,NA,88624745
Electrical Engineering 電機,88601505,NA,NA,NA,88619566
Mechanical Engineering 機械,88607058,NA,NA,NA,88624763
Civil Engineering 土木,88605133,NA,NA,NA,88622966
Military Engineering,88602555,NA,NA,NA,88620553
Mechanical Engineering 機械,88607051,NA,NA,NA,88624756
Electrical Engineering 電機,88606958,NA,NA,NA,88624675
Military Engineering,88605398,NA,NA,NA,88623210
Electrical Engineering 電機,88606967,NA,NA,NA,88624683
Civil Engineering 土木,88607067,NA,NA,NA,88624772
Civil Engineering 土木,88606867,NA,NA,NA,88624581
Electrical Engineering 電機,88600629,NA,NA,NA,88618745
Chemical Engineering 化工,88606938,NA,NA,NA,88624653
Mechanical Engineering 機械,88601512,NA,NA,NA,88619572
Mechanical Engineering 機械,88601519,NA,NA,NA,88619579
Chemical Engineering 化工,88606978,NA,NA,NA,88624694
Electrical Engineering 電機,88606914,NA,NA,NA,88624629
Civil Engineering 土木,88606987,NA,NA,NA,88624703
Civil Engineering 土木,88606998,NA,NA,NA,88624711
Electrical Engineering 電機,88607012,NA,NA,NA,88624724
Electrical Engineering 電機,88605399,NA,NA,NA,88623211
Electrical Engineering 電機,88607022,NA,NA,NA,88624734
Civil Engineering 土木,88606940,NA,NA,NA,88624655
Civil Engineering 土木,88606897,NA,NA,NA,88624613
Mechanical Engineering 機械,88606890,NA,NA,NA,88624606
Electrical Engineering 電機,88602726,NA,NA,NA,88620718
Mechanical Engineering 機械,88606892,NA,NA,NA,88624608
Mechanical Engineering 機械,88607048,NA,NA,NA,88624754
Chemical Engineering 化工,88606937,NA,NA,NA,88624652
Mechanical Engineering 機械,88604914,NA,NA,NA,88622752
Mechanical Engineering 機械,88607071,NA,NA,NA,88624776
Civil Engineering 土木,88606924,NA,NA,NA,88624639
Chemical Engineering 化工,88600634,NA,NA,NA,88618750
Mechanical Engineering 機械,88604922,NA,NA,NA,88622760
Chemical Engineering 化工,88606944,NA,NA,NA,88624659
Mechanical Engineering 機械,88607072,NA,NA,NA,88624777
Mechanical Engineering 機械,88604923,NA,NA,NA,88622761
Mining and Metallurgy,88607074,NA,NA,NA,88624779
Civil Engineering 土木,88607049,NA,NA,NA,88624755
Chemical Engineering 化工,88606864,NA,NA,NA,88624578
Mechanical Engineering 機械,88607031,NA,NA,NA,88624742
Civil Engineering 土木,88601487,NA,NA,NA,88619548
Mechanical Engineering 機械,88600627,NA,NA,NA,88618743
Aviation,88603671,NA,NA,NA,88621611
Electronics Engineering,88605505,NA,NA,NA,88623306
Electronics Engineering,88600611,NA,NA,NA,88618728
Electronics Engineering,88604324,NA,NA,NA,88622222
Electronics Engineering,88607062,NA,NA,NA,88624767
Electronics Engineering,88607021,NA,NA,NA,88624733
Civil Engineering 土木,88606943,NA,NA,NA,88624658
Mechanical Engineering 機械,88604329,NA,NA,NA,88622227
Chemical Engineering 化工,88606856,NA,NA,NA,88624570
Mechanical Engineering 機械,88607055,NA,NA,NA,88624760
Civil Engineering 土木,88607004,NA,NA,NA,88624716
Mechanical Engineering 機械,88607003,NA,NA,NA,88624715
Electrical Engineering 電機,88606857,NA,NA,NA,88624571
Civil Engineering 土木,88606913,NA,NA,NA,88624628
Industry,88607065,NA,NA,NA,88624770
Mechanical Engineering 機械,88606950,NA,NA,NA,88624668
Mechanical Engineering 機械,88606882,NA,NA,NA,88624598
Civil Engineering 土木,88607066,NA,NA,NA,88624771
Chemical Engineering 化工,88604906,NA,NA,NA,88622746
Mining and Metallurgy,88607035,NA,NA,NA,88624743
Chemistry,88606904,NA,NA,NA,88624618
Electronics Engineering,88606934,NA,NA,NA,88624648
Chemical Engineering 化工,88606872,NA,NA,NA,88624586
Mechanical Engineering 機械,88606919,NA,NA,NA,88624634
Mechanical Engineering 機械,88606879,NA,NA,NA,88624595
Civil Engineering 土木,88604335,NA,NA,NA,88622233
Electrical Engineering 電機,88606878,NA,NA,NA,88624593
Civil Engineering 土木,88604556,NA,NA,NA,88622430
Mechanical Engineering 機械,88602144,NA,NA,NA,88620160
Architecture 建築,88600617,NA,NA,NA,88618733
Mechanical Engineering 機械,88611220,NA,NA,NA,88628658
Electrical Engineering 電機,88606970,NA,NA,NA,88624686
Mechanical Engineering 機械,88601478,NA,NA,NA,88619539
Mechanical Engineering 機械,88606902,NA,NA,NA,88624617
Mechanical Engineering 機械,88604921,NA,NA,NA,88622759
Mechanical Engineering 機械,88607052,NA,NA,NA,88624757
Mechanical Engineering 機械,88601475,NA,NA,NA,88619536
Electrical Engineering 電機,88601521,NA,NA,NA,88619581
Civil Engineering 土木,88604330,NA,NA,NA,88622228
Civil Engineering 土木,88607001,NA,NA,NA,88624713
Civil Engineering 土木,88606945,NA,NA,NA,88624661
Civil Engineering 土木,88606939,NA,NA,NA,88624654
Civil Engineering 土木,88606860,NA,NA,NA,88624574
Mechanical Engineering 機械,88606885,NA,NA,NA,88624601
Civil Engineering 土木,88602320,NA,NA,NA,88620330
Mechanical Engineering 機械,88600636,NA,NA,NA,88618751
Agricultural Chemistry,88606862,NA,NA,NA,88624576
Chemical Engineering 化工,88606889,NA,NA,NA,88624605
Civil Engineering 土木,88606841,NA,NA,NA,88624558
Civil Engineering 土木,88600628,NA,NA,NA,88618744
Mechanical Engineering 機械,88607040,NA,NA,NA,88624747
Chemical Engineering 化工,88606911,NA,NA,NA,88624626
Mechanical Engineering 機械,88606989,NA,NA,NA,88624705
Chemical Engineering 化工,88602331,NA,NA,NA,88620340
Mechanical Engineering 機械,88600162,NA,NA,NA,88618313
Chemical Engineering 化工,88606871,NA,NA,NA,88624585
Civil Engineering 土木,88607037,NA,NA,NA,88624744
Chemical Engineering 化工,88607009,NA,NA,NA,88624721
Chemical Engineering 化工,88606850,NA,NA,NA,88624565
Chemical Engineering 化工,88606909,NA,NA,NA,88624624
Hydraulic Engineering,88606928,NA,NA,NA,88624642
Mechanical Engineering 機械,88606881,NA,NA,NA,88624597
Architecture 建築,88606870,NA,NA,NA,88624584
Civil Engineering 土木,88606988,NA,NA,NA,88624704
Civil Engineering 土木,88606964,NA,NA,NA,88624681
Chemical Engineering 化工,88607059,NA,NA,NA,88624764
Chemical Engineering 化工,88606877,NA,NA,NA,88624592
Mechanical Engineering 機械,88606942,NA,NA,NA,88624657
Civil Engineering 土木,88607002,NA,NA,NA,88624714
Mechanical Engineering 機械,88606883,NA,NA,NA,88624599
Civil Engineering 土木,88606984,NA,NA,NA,88624700
Civil Engineering 土木,88606974,NA,NA,NA,88624690
Chemical Engineering 化工,88601477,NA,NA,NA,88619538
Chemical Engineering 化工,88606849,NA,NA,NA,88624564
Civil Engineering 土木,88606891,NA,NA,NA,88624607
Civil Engineering 土木,88606925,NA,NA,NA,88624640
Mechanical Engineering 機械,88607039,NA,NA,NA,88624746
Mechanical Engineering 機械,88606895,NA,NA,NA,88624611
Civil Engineering 土木,88603663,NA,NA,NA,88621603
Agricultural Chemistry,88611196,NA,NA,NA,88628632
Chemical Engineering 化工,88611222,NA,NA,NA,88628660
Mechanical Engineering 機械,88607056,NA,NA,NA,88624761
Civil Engineering 土木,88603672,NA,NA,NA,88621612
Civil Engineering 土木,88606868,NA,NA,NA,88624582
Civil Engineering 土木,88604912,NA,NA,NA,88622751
Electrical Engineering 電機,88606994,NA,NA,NA,88624710
Chemical Engineering 化工,88605404,NA,NA,NA,88623217
Electrical Engineering 電機,88611213,NA,NA,NA,88628651
Civil Engineering 土木,88606935,NA,NA,NA,88624650
Civil Engineering 土木,88603033,NA,NA,NA,88621005
Civil Engineering 土木,88601513,NA,NA,NA,88619573
Civil Engineering 土木,88606874,NA,NA,NA,88624589
Civil Engineering 土木,88601469,NA,NA,NA,88619531
Mechanical Engineering 機械,88601474,NA,NA,NA,88619535
Mechanical Engineering 機械,88601492,NA,NA,NA,88619553
Mechanical Engineering 機械,88607025,NA,NA,NA,88624737
Electrical Engineering 電機,88601466,NA,NA,NA,88619528
Electrical Engineering 電機,88611205,NA,NA,NA,88628643
Civil Engineering 土木,88606921,NA,NA,NA,88624636
Civil Engineering 土木,88607013,NA,NA,NA,88624725
Mechanical Engineering 機械,88611216,NA,NA,NA,88628654
Electrical Engineering 電機,88604332,NA,NA,NA,88622230
Electrical Engineering 電機,88602322,NA,NA,NA,88620332
Chemical Engineering 化工,88607029,NA,NA,NA,88624741
Mechanical Engineering 機械,88607019,NA,NA,NA,88624731
Civil Engineering 土木,88606854,NA,NA,NA,88624568
Mechanical Engineering 機械,88611221,NA,NA,NA,88628659
Civil Engineering 土木,88606973,NA,NA,NA,88624689
Mechanical Engineering 機械,88610880,NA,NA,NA,88628315
Chemical Engineering 化工,88607073,NA,NA,NA,88624778
Civil Engineering 土木,88607053,NA,NA,NA,88624758
Chemical Engineering 化工,88606845,NA,NA,NA,88624561
Chemical Engineering 化工,88607064,NA,NA,NA,88624769
Electrical Engineering 電機,88601476,NA,NA,NA,88619537
Civil Engineering 土木,88606930,NA,NA,NA,88624644
Civil Engineering 土木,88606901,NA,NA,NA,88624616
Civil Engineering 土木,88606861,NA,NA,NA,88624575
Mechanical Engineering 機械,88600420,NA,NA,NA,88618555
Electrical Engineering 電機,88600631,NA,NA,NA,88618747
Mechanical Engineering 機械,88603654,NA,NA,NA,88621594
Civil Engineering 土木,88606898,NA,NA,NA,88624614
Mechanical Engineering 機械,88604918,NA,NA,NA,88622756
Agricultural Engineering,88606916,NA,NA,NA,88624631
Electrical Engineering 電機,88602549,NA,NA,NA,88620547
Chemical Engineering 化工,88600155,NA,NA,NA,88618305
Chemical Engineering 化工,88606859,NA,NA,NA,88624573
Chemical Engineering 化工,88606884,NA,NA,NA,88624600
Mining and Metallurgy,88605131,NA,NA,NA,88622965
Mechanical Engineering 機械,88607024,NA,NA,NA,88624736
Mechanical Engineering 機械,88600419,NA,NA,NA,88618554
Civil Engineering 土木,88606992,NA,NA,NA,88624708
Civil Engineering 土木,88601509,NA,NA,NA,88619569
Hydraulic Engineering,88606944,NA,NA,NA,88624660
Chemical Engineering 化工,88606933,NA,NA,NA,88624647
Civil Engineering 土木,88601465,NA,NA,NA,88619527
Mechanical Engineering 機械,88600163,NA,NA,NA,88618314
Mechanical Engineering 機械,88603057,NA,NA,NA,88621028
Civil Engineering 土木,88601468,NA,NA,NA,88619530
Civil Engineering 土木,88601485,NA,NA,NA,88619546
Hydraulic Engineering,88607044,NA,NA,NA,88624750
Electrical Engineering 電機,88606893,NA,NA,NA,88624609
Electrical Engineering 電機,88605253,NA,NA,NA,88623080
Civil Engineering 土木,88606865,NA,NA,NA,88624579
Civil Engineering 土木,88606976,NA,NA,NA,88624692
Civil Engineering 土木,88606869,NA,NA,NA,88624583
Civil Engineering 土木,88602546,NA,NA,NA,88620543
Civil Engineering 土木,88606815,NA,NA,NA,88624535
Electrical Engineering 電機,88601499,NA,NA,NA,88619560
Architecture 建築,88601514,NA,NA,NA,88619574
Mechanical Engineering 機械,88606969,NA,NA,NA,88624685
Mechanical Engineering 機械,88607070,NA,NA,NA,88624775
Mechanical Engineering 機械,88607026,NA,NA,NA,88624738
Civil Engineering 土木,88604327,NA,NA,NA,88622225
Mechanical Engineering 機械,88606918,NA,NA,NA,88624633
Mechanical Engineering 機械,88606983,NA,NA,NA,88624699
Mechanical Engineering 機械,88606962,NA,NA,NA,88624679
Electrical Engineering 電機,88601488,NA,NA,NA,88619549
Electrical Engineering 電機,88600367,NA,NA,NA,88618504
Civil Engineering 土木,88607007,NA,NA,NA,88624719
Mechanical Engineering 機械,88606926,NA,NA,NA,88624641
Mechanical Engineering 機械,88606949,NA,NA,NA,88624667
Chemical Engineering 化工,88606905,NA,NA,NA,88624619
Civil Engineering 土木,88606961,NA,NA,NA,88624678
Mechanical Engineering 機械,88601493,NA,NA,NA,88619554
Mechanical Engineering 機械,88601518,NA,NA,NA,88619578
Mechanical Engineering 機械,88607010,NA,NA,NA,88624722
Mechanical Engineering 機械,88601495,NA,NA,NA,88619556
Chemical Engineering 化工,88604911,NA,NA,NA,88622750
Electrical Engineering 電機,88606908,NA,NA,NA,88624623
Mechanical Engineering 機械,88600632,NA,NA,NA,88618748
Chemical Engineering 化工,88600370,NA,NA,NA,88618507
Chemical Engineering 化工,88607027,NA,NA,NA,88624739
Mechanical Engineering 機械,88606953,NA,NA,NA,88624671
Mechanical Engineering 機械,88607061,NA,NA,NA,88624766
Civil Engineering 土木,88606957,NA,NA,NA,88624674
Electrical Engineering 電機,88601491,NA,NA,NA,88619552
Civil Engineering 土木,88611219,NA,NA,NA,88628657
Hydraulic Engineering,88606965,NA,NA,NA,88624682
Hydraulic Engineering,88602551,NA,NA,NA,88620549
Civil Engineering 土木,88607017,NA,NA,NA,88624728
Civil Engineering 土木,88603655,NA,NA,NA,88621595
Mechanical Engineering 機械,88601489,NA,NA,NA,88619550
Chemical Engineering 化工,88603036,NA,NA,NA,88621008
Agricultural Engineering,88600159,NA,NA,NA,88618309
Mechanical Engineering 機械,88607023,NA,NA,NA,88624735
Hydraulic Engineering,88603647,NA,NA,NA,88621588
Civil Engineering 土木,88606875,NA,NA,NA,88624590
Civil Engineering 土木,88603659,NA,NA,NA,88621599
Architecture 建築,88606923,NA,NA,NA,88624638
Civil Engineering 土木,88606840,NA,NA,NA,88624557
Civil Engineering 土木,88601506,NA,NA,NA,88619567
Civil Engineering 土木,88606936,NA,NA,NA,88624651
Civil Engineering 土木,88606968,NA,NA,NA,88624684
Civil Engineering 土木,88611840,NA,NA,NA,88629171
Electrical Engineering 電機,88603651,NA,NA,NA,88621592
Mining and Metallurgy,88606981,NA,NA,NA,88624697
Civil Engineering 土木,88606910,NA,NA,NA,88624625
Civil Engineering 土木,88607060,NA,NA,NA,88624765
Civil Engineering 土木,88602324,NA,NA,NA,88620334
Civil Engineering 土木,88601516,NA,NA,NA,88619576
Mechanical Engineering 機械,88606866,NA,NA,NA,88624580
Mechanical Engineering 機械,88606900,NA,NA,NA,88624615
Mechanical Engineering 機械,88601496,NA,NA,NA,88619557
Civil Engineering 土木,88601515,NA,NA,NA,88619575
Civil Engineering 土木,88603047,NA,NA,NA,88621019
Civil Engineering 土木,88602552,NA,NA,NA,88620550
Civil Engineering 土木,88604757,NA,NA,NA,88622607
Mechanical Engineering 機械,88606876,NA,NA,NA,88624591
Chemical Engineering 化工,88606858,NA,NA,NA,88624572
Mechanical Engineering 機械,88606886,NA,NA,NA,88624602
Chemical Engineering 化工,88606941,NA,NA,NA,88624656
Mechanical Engineering 機械,88607015,NA,NA,NA,88624726
Civil Engineering 土木,88603046,NA,NA,NA,88621018
Civil Engineering 土木,88602721,NA,NA,NA,88620713
Mechanical Engineering 機械,88607018,NA,NA,NA,88624729
Architecture 建築,88611200,NA,NA,NA,88628638
Chemical Engineering 化工,88601502,NA,NA,NA,88619563
Mechanical Engineering 機械,88606842,NA,NA,NA,88624559
Chemical Engineering 化工,88606951,NA,NA,NA,88624669
Chemical Engineering 化工,88601490,NA,NA,NA,88619551
Chemical Engineering 化工,88607005,NA,NA,NA,88624717
Civil Engineering 土木,88606952,NA,NA,NA,88624670
Civil Engineering 土木,88606880,NA,NA,NA,88624596
Electrical Engineering 電機,88606975,NA,NA,NA,88624691
Chemical Engineering 化工,88601511,NA,NA,NA,88619571
Vehicle Engineering,88607068,NA,NA,NA,88624773
Mechanical Engineering 機械,88603673,NA,NA,NA,88621613
Mechanical Engineering 機械,88600156,NA,NA,NA,88618306
Mechanical Engineering 機械,88606896,NA,NA,NA,88624612
Mechanical Engineering 機械,88603040,NA,NA,NA,88621013
Mechanical Engineering 機械,88606843,NA,NA,NA,88624560
Chemical Engineering 化工,88600157,NA,NA,NA,88618307
Chemical Engineering 化工,88603666,NA,NA,NA,88621606
Civil Engineering 土木,88606863,NA,NA,NA,88624577
Hydraulic Engineering,88605503,NA,NA,NA,88623304
Hydraulic Engineering,88606847,NA,NA,NA,88624562
Industry,88600165,NA,NA,NA,88618316
Civil Engineering 土木,88611198,NA,NA,NA,88628635
Nuclear Engineering,88602723,NA,NA,NA,88620715
Mechanical Engineering 機械,88606001,NA,NA,NA,88623756
Mechanical Engineering 機械,88608457,NA,NA,NA,88626063
Electronics Engineering,88605892,NA,NA,NA,88623651
Chemical Engineering 化工,88605917,NA,NA,NA,88623676
Civil Engineering 土木,88605895,NA,NA,NA,88623654
Civil Engineering 土木,88605852,NA,NA,NA,88623613
Industry,88605820,NA,NA,NA,88623580
Hydraulic Engineering,88605873,NA,NA,NA,88623632
Chemical Engineering 化工,88605824,NA,NA,NA,88623584
Chemical Engineering 化工,88605988,NA,NA,NA,88623744
Chemistry,88605931,NA,NA,NA,88623690
Electrical Engineering 電機,88605818,NA,NA,NA,88623578
Chemical Engineering 化工,88603380,NA,NA,NA,88621337
Civil Engineering 土木,88605875,NA,NA,NA,88623634
Architecture 建築,88605918,NA,NA,NA,88623677
Civil Engineering 土木,88605854,NA,NA,NA,88623615
