employer_id,employer_name,location_id,parent_id,parent_name
60242,冕寧麻哈礦局,60243,NA,NA
60251,建昌煤礦,NA,NA,NA
60253,河北協中煤礦公司,63,NA,NA
60263,靖江善餘染織廠,2443,NA,NA
60299,江蘇如皋耀如電氣公司,2352,NA,NA
60314,日本東京電鐵株式會社,604,NA,NA
60316,大連滿鐵電器作業所,1940,NA,NA
60333,法 Ming d’Anzin 煤礦,159,NA,NA
60335,法 Schneider 汽車廠,159,NA,NA
60337,法 Central 發電廠,159,NA,NA
60347,麟記工程所,NA,NA,NA
60351,美國紐約全文怒公司,146,NA,NA
60353,廣東中山縣政府,1993,NA,NA
60362,西安裕泰沙廠,2596,NA,NA
60372,Chicago Belke Mfg. Co.,12065,NA,NA
60448,Michigan Central R. R.,199,NA,NA
60450,Truscon Steel Co.,NA,NA,NA
60454,亞洲建築公司,NA,NA,NA
60463,上海威爾洋行,877,NA,NA
60478,濟南女子師範學校,1177,NA,NA
60510,廣東佛中鐵路,74,NA,NA
60514,上海海關工程處,877,NA,NA
60519,南京特別市政府,90,NA,NA
60542,德國鮑雪許廠,121,NA,NA
60549,漢口軍政部,2380,NA,NA
60561,長清煤礦局,24578,NA,NA
60567,上海江蘇銀行,877,NA,NA
60578,湖北武昌職業學校,1036,NA,NA
60590,直隸修治河道籌備處,63,NA,NA
60613,永安紗廠,NA,NA,NA
60621,廣西錫礦經理處,73,NA,NA
60640,東京電話局,604,NA,NA
60644,名古屋大同電力會,3105,NA,NA
60648,大井大同電力會,NA,NA,NA
60650,杭州電話公司,999,NA,NA
60670,上海華基工程公司,877,NA,NA
60674,常州大成紡織染公司,2406,NA,NA
60708,Milwaukee 工廠,35985,NA,NA
60723,巴黎地道電車公司,1948,NA,NA
60740,濟南陸大工廠,1177,NA,NA
60751,重慶建華製漆廠,1270,NA,NA
60754,漢口建華機製油漆公司,2380,NA,NA
60778,公用電氣公司,1387,NA,NA
60782,無錫慶豐紗廠,1664,NA,NA
60786,蘇州電汽廠,1315,NA,NA
60800,南京暨南中學,90,NA,NA
60802,哈爾濱行政長官公署,13060,NA,NA
60804,哈爾濱特別市政府,13060,NA,NA
60812,美國熱爐公司,146,NA,NA
60815,中源工程行,877,NA,NA
60817,上海新申衞生工程行,877,NA,NA
60821,日本三池炭礦,258,NA,NA
60857,N. Wales 煤礦,60858,NA,NA
60860,露其雷煤礦,NA,NA,NA
60864,復州灣煤礦公司,60865,NA,NA
60867,安徽繁昌裕繁礦產,31829,NA,NA
60871,英國機車廠,125,NA,NA
60886,法巴黎勒瓦勞班雷無線電機製造廠,1948,NA,NA
60915,大連中央電話局,1940,NA,NA
60918,遼寧洮南電報電話局,64,NA,NA
60920,洮南無綫電台,16600,NA,NA
60929,上海國定稅則委員會,877,NA,NA
60936,Sterling Sugars,60937,NA,NA
60939,"Refined Syrups, Inc.",1387,NA,NA
60944,上海建源公司,877,NA,NA
60946,廣東汕頭糖廠,2383,NA,NA
60992,美國鐵管公司,1387,NA,NA
61014,駐德商務專員辦公處,121,NA,NA
61041,Bangor Paper Work,3158,NA,NA
61044,Butler-Johnson Corp,1387,NA,NA
61071,長沙嶽雲高中,590,NA,NA
61093,大緯印染織廠,877,NA,NA
61099,成都水利知事公署,607,NA,NA
61149,上海華美染料廠,877,NA,NA
61162,日本獨逸染料合名會社,258,NA,NA
61164,湖南第一第二甲種工業學校,67,NA,NA
61167,湖南織布廠籌備處,67,NA,NA
61169,湖南教育行政委員會,67,NA,NA
61172,湖南建築工程學校,67,NA,NA
61178,新加坡興海建築公司,3099,NA,NA
61183,宣城安平煤礦,27373,NA,NA
61188,中央兵工試驗廠工務處,NA,NA,NA
61190,中央礮兵工廠籌備委員會,NA,NA,NA
61192,浙江設計委員會,62,NA,NA
61210,奉天開拓鐵路公司,64,NA,NA
61232,劉行國際電台,NA,NA,NA
61237,美國冶錫廠及鉛廠,1387,NA,NA
61243,廣西永康公司,73,NA,NA
61245,湖南煉銅廠,67,NA,NA
61256,上海德士古洋行,877,NA,NA
61268,湖南光華電燈廠,67,NA,NA
61292,常口礦廠管理處,NA,NA,NA
61298,Kingston Coal Co.,61299,NA,NA
61301,Lake Superior Iron Mines,61302,NA,NA
61306,湖南裕興鎢礦公司,67,NA,NA
61319,保定硝礦局,12923,NA,NA
61328,江都電話局,1042,NA,NA
61348,四川瀘州兵工廠,26798,NA,NA
61351,成都四川兵工廠,607,NA,NA
61355,福電鐵工廠,NA,NA,NA
61359,河南閿鄉縣政府,32014,NA,NA
61382,天興金礦,34647,NA,NA
61404,遞信省電氣試驗所,NA,NA,NA
61420,重慶市公共汽車公司,1270,NA,NA
61430,浙贛路,62,NA,NA
61462,美國凹魯落溝渠,1387,NA,NA
61464,Boston Stevenson 自來水,2037,NA,NA
61528,新華影業公司,877,NA,NA
61566,明誠中學,1270,NA,NA
61568,巴縣中學,80,NA,NA
61571,四川江北治平初級中學,2165,NA,NA
61599,柳州電力廠,11289,NA,NA
61621,奉天華西興業公司,64,NA,NA
61652,兩浙鹽務整頓會,NA,NA,NA
61688,美國聖德佛鐵路,1387,NA,NA
61693,美迪洋行,NA,NA,NA
61720,無錫申新紡織公司,1664,NA,NA
61727,杭州大同電化廠,999,NA,NA
61734,德國柏林自來水公司,432,NA,NA
61736,天津衞生局,427,NA,NA
61768,上海持志學院附中,877,NA,NA
61774,紹興稽山中學,909,NA,NA
61776,上海萬泰儀器公司,877,NA,NA
61784,英國倫敦郵政廳,3067,NA,NA
61788,杭州電綫工務處,999,NA,NA
61817,湖北第一師範校,68,NA,NA
61822,京兆工業學校,410,NA,NA
61824,湖北理化實驗所,68,NA,NA
61834,天津開灤礦務局,427,NA,NA
61848,精勤煉銅廠,427,NA,NA
61864,中蘇會議專門委員會,NA,NA,NA
61876,西北化學廠,NA,NA,NA
61879,西北製造廠,NA,NA,NA
61892,美國中央建築公司,1387,NA,NA
61897,永定河工程處,NA,NA,NA
61906,湖南電器製造公司,67,NA,NA
61909,湖南廣播電台,67,NA,NA
61915,Danzig 造船廠,23159,NA,NA
61918,Homburg 船模試驗所,61919,NA,NA
61924,廣州中德中學,350,NA,NA
61926,廣東航海講習所,74,NA,NA
61930,廣州第二職業學校,350,NA,NA
61932,廣州長風造船廠,350,NA,NA
61940,Chicago G. E. Mfg. Co.,12065,NA,NA
61942,美國通用公司,1387,NA,NA
61944,美國舊金山電台,12053,NA,NA
61946,天津電信專門學校,427,NA,NA
61964,Nancy 電機廠,4095,NA,NA
61996,慈利礦局,8675,NA,NA
61998,雄黃礦局,6972,NA,NA
62000,湖南煉鋁廠,67,NA,NA
62021,湖南水口山鑛務局,67,NA,NA
62040,天津謙信洋行,427,NA,NA
62058,溥益製糖工廠,NA,NA,NA
62066,北平市第一工廠,410,NA,NA
62078,北平東北行健學會,410,NA,NA
62084,江西永新縣政府,8366,NA,NA
62092,晉綏軍粮分處,NA,NA,NA
62103,雲南廣通縣舍資一平浪製鹽場工程處,62104,NA,NA
62164,中國工藝專門學校,NA,NA,NA
62167,上海光華糖廠,877,NA,NA
62170,中央飛機製造廠,NA,NA,NA
62201,永安紡織廠,NA,NA,NA
62217,江西中正橋工程監工處,70,NA,NA
62219,南昌市政府,522,NA,NA
62228,汕頭女子中學,2383,NA,NA
62232,上海滬南汽車公司,877,NA,NA
62235,杭州車務處,999,NA,NA
62249,Central R. R. Co.,NA,NA,NA
62253,廣州工程局,350,NA,NA
62259,上海電訊學校,877,NA,NA
62282,上海中華電器製作所,877,NA,NA
62284,東海縣建設局,53328,NA,NA
62290,廣東軍墾糖廠,74,NA,NA
62297,山東公路局,77,NA,NA
62310,福建財政廳,61,NA,NA
62312,福建實業廳,61,NA,NA
62314,福建礦業專校,61,NA,NA
62316,中央儲蓄會,NA,NA,NA
62326,山東博山東方公司,3760,NA,NA
62347,廣州電台,350,NA,NA
62350,汕頭代工務局,2383,NA,NA
62356,廣州市電力管理委員會,350,NA,NA
62363,廣州自來水管理處,350,NA,NA
62373,公共電氣事業社,1387,NA,NA
62375,戚墅堰電廠發電廠,1347,NA,NA
62397,南京總部交通處,90,NA,NA
62402,天津泰中商行,427,NA,NA
62449,南昌開明新記電燈公司,522,NA,NA
62453,上海申新紡織總公司,877,NA,NA
62455,福茂新麵粉總公司,NA,NA,NA
62458,湖南機器廠,67,NA,NA
62477,福建省立第二中學,61,NA,NA
62481,省立廈門職業學校,886,NA,NA
62483,南京中央工業職業學校,90,NA,NA
62533,南京電信局,90,NA,NA
62573,福建省會工程局,61,NA,NA
62581,山東建坨工程處通信組膠澳區分,NA,NA,NA
62625,東北鐵路,NA,NA,NA
62627,航空工校,NA,NA,NA
62653,福建晉江縣政府,7071,NA,NA
62667,日本和歌山紡織紀之川工場,62668,NA,NA
62674,武進市行政局,965,NA,NA
62676,武進中學,965,NA,NA
62678,武進民豐紗廠,965,NA,NA
62680,武進縣商會,965,NA,NA
62688,信許電廠籌備處,NA,NA,NA
62710,安徽大東煤礦,60,NA,NA
62715,浦划公路工程事務所,NA,NA,NA
62717,江蘇駐第六區縣建設,71,NA,NA
62727,四川洪濟工廠,1434,NA,NA
62735,美國司徒文廠,1387,NA,NA
62760,四川省造幣廠,1434,NA,NA
62763,洪濟冰廠,NA,NA,NA
62802,京滬鐵路南京機務段,NA,NA,NA
62847,平原中學,16224,NA,NA
62849,正誼中學,1177,NA,NA
62851,諸城中學,13941,NA,NA
62854,山西金礦,76,NA,NA
62859,河北井陘正豐煤礦公司,63,NA,NA
62872,上海建海工程事務所,877,NA,NA
62889,贛州市政府,62890,NA,NA
62892,贛州治_委員會,62890,NA,NA
62894,贛縣中學,9535,NA,NA
62914,法國崗城機車總廠,159,NA,NA
62917,鄭州停車廠,2496,NA,NA
62921,福建民政司,61,NA,NA
62927,順宜水利委員會,NA,NA,NA
62931,修浚閩江總局,NA,NA,NA
62933,金水建閘工程處,NA,NA,NA
62943,上海亞東醫院,877,NA,NA
62984,日本門司鐵道局小倉工場機車修理部,62985,NA,NA
62993,導淮工程團,877,NA,NA
63003,廣西桂南公路局,73,NA,NA
63013,平海鐵路,NA,NA,NA
63027,中央執行委員,NA,NA,NA
63068,上海中國建設工程公司,877,NA,NA
63072,維益久通銻礦公司,NA,NA,NA
63074,福元煤礦公司,NA,NA,NA
63080,南寧機器廠,4422,NA,NA
63124,漢口鄂湘川報務總管處,NA,NA,NA
63126,成都電報局,607,NA,NA
63128,漢口電報傳習所,2380,NA,NA
63139,遼寧實業廳,64,NA,NA
63148,江漢堤工局,3114,NA,NA
63160,美國芝加哥陸西機器廠,12065,NA,NA
63167,天利淡氣製品廠,NA,NA,NA
63173,浙江水產品製造廠,62,NA,NA
63196,東三省電報線路,NA,NA,NA
63207,南京東北中學,90,NA,NA
63209,南京中山中學,90,NA,NA
63228,湖南第二職業學校,67,NA,NA
63233,南昌土地局,522,NA,NA
63258,Litton Eng. Lab.,1387,NA,NA
63289,漢口公用局,2380,NA,NA
63296,上海安設滬烟水線,877,NA,NA
63298,滂江平恰工程處,NA,NA,NA
63300,京滬電報電話,410,NA,NA
63302,北平恰克圖綫路,410,NA,NA
63309,重慶義中和煤礦公司,1270,NA,NA
63329,南雄公路,63330,NA,NA
63332,廣東中區綏靖公署,74,NA,NA
63334,三南公路,NA,NA,NA
63337,廣西南寧區公路管理局,4422,NA,NA
63361,日本高工,258,NA,NA
63416,國防化學委員會,NA,NA,NA
63420,美克芝機建築師事務所,NA,NA,NA
63422,漢標建築師事務所,NA,NA,NA
63424,廣州華粵工程公司,350,NA,NA
63431,日本煉瓦株式會社,258,NA,NA
63433,東京硝子,604,NA,NA
63436,四川威遠縣新華公司,3866,NA,NA
63438,四川第一工科高級中學校,1434,NA,NA
63440,成都高級工業職業學校,607,NA,NA
63442,重慶高級陶磁科職業學校,1270,NA,NA
63452,南京陳明記營造廠,90,NA,NA
63457,九龍電燈公司,63458,NA,NA
63461,韶州電燈公司,NA,NA,NA
63487,通縣發電廠,30478,NA,NA
63489,北平南河沿電車變流廠,410,NA,NA
63507,督辦安徽全省官礦處,60,NA,NA
63509,安徽官礦饅頭山煤礦局,60,NA,NA
63512,浙江農礦處,62,NA,NA
63536,河南洛臨路,66,NA,NA
63538,郭德門電機製造廠,NA,NA,NA
63540,河南南荊路,66,NA,NA
63543,河南許洛路,66,NA,NA
63559,上海恆昌洋行,877,NA,NA
63564,美國華盛頓海軍造礮廠,8690,NA,NA
63566,上海亞洲機器公司,877,NA,NA
63581,New London 海軍軍港,50269,NA,NA
63583,馬尾海軍飛潛學校,419,NA,NA
63585,福州航政局,419,NA,NA
63588,上海海軍總司令部軍械處,877,NA,NA
63592,上海海軍軍械處,877,NA,NA
63594,湖口海軍軍械處,50353,NA,NA
63599,福建電氣電話公司,61,NA,NA
63601,青島社會局,2331,NA,NA
63603,青島度量衡檢定所,2331,NA,NA
63608,Mine in Butte Montana,63609,NA,NA
63616,上海交通銀行總行,877,NA,NA
63635,集砂壩官鑛局,NA,NA,NA
63641,天津英租界工部局,427,NA,NA
63648,漢口福興漂染整理廠,2380,NA,NA
63656,Meeker Sugar Factory,1387,NA,NA
63658,上海吳淞製糖廠,7212,NA,NA
63660,福建仙遊建設局,2942,NA,NA
63662,福州協和大學,419,NA,NA
63667,惠陽糖廠,571,NA,NA
63686,葫蘆島荷蘭治港公司,10648,NA,NA
63688,青島荷蘭治港公司,2331,NA,NA
63690,烟台海港 (煙台海港),6947,NA,NA
63692,連雲港,5141,NA,NA
63695,江陰港口,1016,NA,NA
63698,廣州黃埔海港,5031,NA,NA
63723,福建第一行政督察專員公署,61,NA,NA
63725,長樂縣政府,1725,NA,NA
63734,法國西特區汽車工廠,159,NA,NA
63737,北平職業學校,410,NA,NA
63759,山東普集官莊煤礦,63760,NA,NA
63792,湖南臨武香花嶺錫鑛局,47534,NA,NA
63795,武昌造幣廠,1036,NA,NA
63798,江華上伍堡錫鑛局,63799,NA,NA
63801,江華鑛務局,63799,NA,NA
63813,汕頭市工務局,2383,NA,NA
63824,明新電氣公司,NA,NA,NA
63830,山西左雲燃料研究所,4846,NA,NA
63886,Cambridge Power Co.,1387,NA,NA
63910,德國好望公司鋼鐵廠煉焦廠,121,NA,NA
63964,廣州兵器試驗廠,350,NA,NA
63968,廣州建築工廠辦事處,350,NA,NA
64002,南京基泰工程事務所,90,NA,NA
64006,上海基泰工程司事務所,877,NA,NA
64021,廣州魯麟洋行,350,NA,NA
64023,廣州香港仕德洋行,1072,NA,NA
64060,廈門安溪礦務學校,886,NA,NA
64080,綏遠麵粉廠,96,NA,NA
64099,Wolverine Shoe Tanning Corp.,1387,NA,NA
64132,山東泰安華寶煤礦,6673,NA,NA
64146,綏遠警察廳,96,NA,NA
64149,天津亨大建築公司,427,NA,NA
64196,哈爾濱商埠局,13060,NA,NA
64237,美國司莊伯電話製造公司,1387,NA,NA
64281,山西右玉初中,32405,NA,NA
64298,柳州鵝山磚廠,11289,NA,NA
64301,廣西第五中學,73,NA,NA
64304,百色建設局,NA,NA,NA
64326,塘沽永利製?工廠,5751,NA,NA
64347,法國克魯蘇車頭廠,159,NA,NA
64351,徠奴托汽車廠,159,NA,NA
64353,依司拔羅飛機廠,159,NA,NA
64355,勝德織造廠,877,NA,NA
64358,天津啟明鑄鋼廠,427,NA,NA
64360,塘沽永利公司,5751,NA,NA
64372,日本鯰田煤礦,258,NA,NA
64374,復州振興煤礦,56457,NA,NA
64377,肇南肇陽西煤礦,64378,NA,NA
64382,佛崗信義錫礦,13274,NA,NA
64401,天津大中華電通公司,427,NA,NA
64403,美國商部標準局,1387,NA,NA
64407,合眾鐵道機關信號公司,1387,NA,NA
64409,東方貿易工程公司,NA,NA,NA
64414,北寧路唐山機廠,445,NA,NA
64419,Atelier Neret Peleret Picard Picset,159,NA,NA
64421,Lyon Societe Francaise de Tubize,2122,NA,NA
64427,重慶高級陶磁職學校,1270,NA,NA
64448,American White Leaded Colour Works,1387,NA,NA
64450,大華紅丹公司,NA,NA,NA
64465,浙江高級工業職業學校,62,NA,NA
64483,大阪神戶各電車會社,551,NA,NA
64497,大連電氣株式會社,1940,NA,NA
64517,美撤哥羅宛爾機器廠,1387,NA,NA
64519,凱白爾染色公司,NA,NA,NA
64522,上海華純織造廠,877,NA,NA
64525,哈爾濱同記工廠,13060,NA,NA
64535,日本神岡礦山鉛煉廠,258,NA,NA
64550,瀋陽市政公所,511,NA,NA
64554,瀋陽東北電信管理處,511,NA,NA
64557,瀋陽東北無綫電總台,511,NA,NA
64564,上海紿敦電機公司,877,NA,NA
64568,德國巴燕水利局,NA,NA,NA
64570,國有鐵道局實習,NA,NA,NA
64573,陝西西北農林專科學校,78,NA,NA
64578,崇明無線電台,1256,NA,NA
64588,協助各省公路,NA,NA,NA
64619,奉天精鹽製造廠,64,NA,NA
64632,湖南藝芳中學,67,NA,NA
64636,上海鴻章紡織染廠,877,NA,NA
64647,克利多連鐵道及機車廠,NA,NA,NA
64650,北平農大學,410,NA,NA
64661,重慶委員長行營,1270,NA,NA
64668,上海德士古火油公司,877,NA,NA
64673,美國孟羅紙廠,1387,NA,NA
64675,依斯頓紙廠,NA,NA,NA
64677,及瑞士西利亞紙廠,2240,NA,NA
64679,福建造紙廠,61,NA,NA
64685,南京工專附屬工廠,90,NA,NA
64689,考選委員會,NA,NA,NA
64697,福建海軍陸戰隊無線電台,61,NA,NA
64715,上海李麥工程事務所,877,NA,NA
64757,廣東順德糖廠,3042,NA,NA
64760,碧力摩公司,1072,NA,NA
64770,美國麻省非治卜紙廠,144,NA,NA
64772,上海麗安電氣公司,877,NA,NA
64788,中國製油廠,NA,NA,NA
64802,法國哈佛爾河海工程處,64803,NA,NA
64805,巴黎中央建築公司,1948,NA,NA
64815,濟南發電所,1177,NA,NA
64818,天津嘉利鐵廠,427,NA,NA
64820,天津倪克紡毛廠,427,NA,NA
64822,天津仁立紡毛廠,427,NA,NA
64830,日本寶田石油株式會社,258,NA,NA
64832,大阪乾餾會社,551,NA,NA
64840,四川資興石油公司,1434,NA,NA
64842,重慶寶源煤礦公司,1270,NA,NA
64851,上海美電洋行,877,NA,NA
64853,上海恒敦洋行,877,NA,NA
64855,上海北極公司,877,NA,NA
64865,Du Nord 化工廠,159,NA,NA
64887,昆筑公路,NA,NA,NA
64902,廣西省營西灣煤場,73,NA,NA
64908,正祥營造公司,NA,NA,NA
64921,Mass. 化學製紙廠,144,NA,NA
64923,Maine Paper Mills,3158,NA,NA
64925,Eastern Paper Mills,1387,NA,NA
64927,廣西富賀鐘礦務處,73,NA,NA
64948,福泉永公路,61,NA,NA
64950,福建興泉永公路,61,NA,NA
64953,建樂煤礦,61,NA,NA
64955,南洋實興公司,61,NA,NA
64958,廣西錫礦處,73,NA,NA
64970,北平市度量衡檢定所,410,NA,NA
65001,福建漳龍區公路分局,61,NA,NA
65003,山東臨沂縣,9801,NA,NA
65005,山東第十八區第七區,77,NA,NA
65013,美國維爾特製冰公司,1387,NA,NA
65015,活特聞西方煤氣機械製造公司,NA,NA,NA
65026,浙江第一中學,62,NA,NA
65028,浙江溫嶺縣公署,26999,NA,NA
65030,金陵製造局,90,NA,NA
65041,天津金剛橋,427,NA,NA
65088,美國莫金台斯柴油機製造廠,1387,NA,NA
65127,中國植物油料廠,NA,NA,NA
65162,美國倍斯林姆造船公司,1387,NA,NA
65216,洛陽國際電台,2183,NA,NA
65230,天津青島蕪湖無線電台,2331,NA,NA
65245,蕭縣建設局,5105,NA,NA
65276,興華礦局,NA,NA,NA
65325,吉林採金延和分局,72,NA,NA
65347,湘桂路南鎮段,459,NA,NA
65372,陸羊礮兵學校湯山場舍工程處,NA,NA,NA
65398,日本大阪阪祁鐵工廠,551,NA,NA
65406,湖北公路管理局修理總廠,68,NA,NA
65431,法國總統煤礦公司,159,NA,NA
65433,江西漢冶萍公司萍鄉煤礦,388,NA,NA
65437,上海大中煤礦公司,877,NA,NA
65441,海關總稅務司署海務科工程處,NA,NA,NA
65490,英皇家蒙內克水線船,125,NA,NA
65518,長沙湘雅醫院,590,NA,NA
65539,Westinghouse Elec. Mfg. Co.,125,NA,NA
65541,上海金龍洋行電氣機械部,877,NA,NA
65563,大冶鋼廠,382,NA,NA
65592,夏威夷島政府,176,NA,NA
65629,美國威斯康辛省政府鐵道司,277,NA,NA
65631,芝密聖保羅鐵路公司,1387,NA,NA
65657,江寧鐵路局,1881,NA,NA
65675,法國維榮納水電廠,159,NA,NA
65677,法國聖若冶電力鐵路,159,NA,NA
65680,中法銀公司,NA,NA,NA
65702,北平今是中學,410,NA,NA
65704,南京女子中學,90,NA,NA
65714,山東台村煤礦局,77,NA,NA
65742,廣州電話局,350,NA,NA
65790,湖北漢陽高工,1120,NA,NA
65794,開鸞鑛,NA,NA,NA
65800,河北師範,63,NA,NA
65804,青海金鑛探勘處,86,NA,NA
65806,西北工學院,NA,NA,NA
65873,卡拉馬素紙廠,1387,NA,NA
65875,北大紙廠,NA,NA,NA
65879,富賀鐘礦務整理處,73,NA,NA
65881,廣東陳村市,65882,NA,NA
65890,廣東製紙廠,74,NA,NA
65901,河北磁縣煤礦,5287,NA,NA
65905,陝西油礦探勘處,78,NA,NA
65907,灌南煤礦局,7703,NA,NA
65924,河南女子師範,66,NA,NA
65952,西京市建設委員會,2596,NA,NA
65964,Papeteries de France,159,NA,NA
65976,興寧縣政府,13846,NA,NA
65991,海軍製造學校,NA,NA,NA
65993,江南造船所,NA,NA,NA
66018,晉北礦局,NA,NA,NA
66033,英國保樂公司,125,NA,NA
66036,英國約翰卜郎造船廠,125,NA,NA
66037,Earnshaw Docks & Honolulu Iron Works Co.,1387,NA,NA
66041,薛德洋行,NA,NA,NA
66043,聯保保險公司,NA,NA,NA
66085,拔柏葛鍋爐公司,NA,NA,NA
66102,東三省協約技術部,NA,NA,NA
66131,熱河淩源中學,94,NA,NA
66137,北平龍煙鐵鑛,410,NA,NA
66140,滿洲里電燈廠,66141,NA,NA
66150,南京督辦浦口商埠事宜處,90,NA,NA
66153,海軍軍官學校,NA,NA,NA
66157,北平株欽鐵路,NA,NA,NA
66164,吉林第二師範,72,NA,NA
66167,河北存實中學,63,NA,NA
66184,南京東方大港籌備委員會,90,NA,NA
66206,日本大宮鐵道工廠,258,NA,NA
66223,開灤礦冶局,445,NA,NA
66225,招商局公平輪船三管輪,NA,NA,NA
66274,南京兵工專校,90,NA,NA
66328,華西興業公司,NA,NA,NA
66349,浙江公立專門學校,62,NA,NA
66352,浙江第四高中,62,NA,NA
66356,寶華絲織廠,NA,NA,NA
66359,強華實業公司,NA,NA,NA
66361,防毒面具廠,NA,NA,NA
66385,日本九軌發電廠,258,NA,NA
66387,日本安川電機製作所,258,NA,NA
66392,四川金堂水力發電廠,65122,NA,NA
66419,晉綏軍官教導團,NA,NA,NA
66422,太原電機製造所,726,NA,NA
66477,天津漢士工務公司,427,NA,NA
66499,杭州閘口電氣公司,999,NA,NA
66505,北平內務部,410,NA,NA
66535,浙江公路處,62,NA,NA
66539,南京華蓋建築事務所,90,NA,NA
66542,上海楊子建築公司,877,NA,NA
66546,比利時國家鐵路公司,2753,NA,NA
66548,吉林自來水公司,72,NA,NA
66572,楊子機器公司,NA,NA,NA
66580,上海浙江興業銀行,877,NA,NA
66598,神戶川崎造船廠,6058,NA,NA
66612,美國西北實驗公司,1387,NA,NA
66615,廣州羅代基金會,350,NA,NA
66628,台寨分礦,NA,NA,NA
66630,上海六河溝煤礦總公司,877,NA,NA
66638,法國汽車及飛機廠,159,NA,NA
66641,上海永新洋行出口部,877,NA,NA
66647,廣東海陸工路局,74,NA,NA
66673,Cohoes 水力發電所,1387,NA,NA
66675,Litiea 電氣公司,1387,NA,NA
66677,Harmond Mills 紡紗廠,1387,NA,NA
66687,香港星州電廠,1072,NA,NA
66696,New Castle 錫鉛煤鋅等礦,50265,NA,NA
66698,Wales 錫鉛煤鋅等礦,31301,NA,NA
66702,上海漢冶萍煤鐵公司,877,NA,NA
66706,可熾昌記鐵號,NA,NA,NA
66726,廣西醫學院,73,NA,NA
66741,上海怡生染廠,877,NA,NA
66789,陝西武功農林專校,78,NA,NA
66800,廣州市公用局,350,NA,NA
66816,開封普臨電氣公司,717,NA,NA
66821,巴縣縣立中學,80,NA,NA
66823,重慶高級職業學校,1270,NA,NA
66825,重慶女子初級職業學校,1270,NA,NA
66827,廣益中學,NA,NA,NA
66860,Union Elec. Co.,NA,NA,NA
66863,中央電氣公司,NA,NA,NA
66866,世界動力會,NA,NA,NA
66875,上海建委會,877,NA,NA
66877,倫敦英國郵電部研究所,NA,NA,NA
66881,蕪湖短波無綫電台,NA,NA,NA
66883,真茹國際無線電台,NA,NA,NA
66892,衞輝華新紗廠,NA,NA,NA
66915,湖南防毒面具製造廠,67,NA,NA
66924,蕪湖工業專校,3703,NA,NA
66926,湖南嶽雲中學,67,NA,NA
66929,建國中學,NA,NA,NA
66931,湖南電燈公司,67,NA,NA
66935,江蘇京蕪公路,71,NA,NA
66940,安徽電綫工務處,60,NA,NA
66943,安徽潁州電報局,60,NA,NA
66945,漢口滬漢電報幹綫工務處,NA,NA,NA
66955,香港電廠,1072,NA,NA
66957,昆明運輸人員訓練所,556,NA,NA
66964,湖南鍊鉛廠,67,NA,NA
66967,湖南土法白鋁鍊廠,67,NA,NA
66970,湖南煉鋅廠,67,NA,NA
66976,法國巴黎羅蘭汽車工廠,1948,NA,NA
66979,南京公共汽車公司,90,NA,NA
66988,四川中國木業公司,1434,NA,NA
67003,法 Renault 飛機廠,159,NA,NA
67005,上海虹橋航空工廠,877,NA,NA
67044,英國標準電器公司,27510,NA,NA
67050,中國歐亞兩航空公司南京辦事處,90,NA,NA
67066,應縣高小,22109,NA,NA
67090,日本鐵道省工場及研究所,258,NA,NA
67109,日本橫濱蓄音器會社,17969,NA,NA
67112,仙台放送電台,20792,NA,NA
67115,山東國貨陳列館,77,NA,NA
67124,法國軍事電器材料研究所,159,NA,NA
67126,"保圖, 里昂, 聖塔西等各大電台",159,NA,NA
67131,軍事無線電學校,NA,NA,NA
67134,北平經理處通信處,410,NA,NA
67139,河北雙橋無線電台,63,NA,NA
67143,藝術學院,410,NA,NA
67145,北平市立第一中學,410,NA,NA
67174,湖南中國汽車製造公司總廠,67,NA,NA
67185,北平各中學,410,NA,NA
67197,北平慕貞女中,410,NA,NA
67245,日本大阪鐵工所,551,NA,NA
67247,天保山造船廠,551,NA,NA
67252,直隸商品陳列所調查課,63,NA,NA
67255,英美機器廠,NA,NA,NA
67266,崑山中學,1636,NA,NA
67284,湖北紗布絲麻四局,68,NA,NA
67295,武進常州紗廠,965,NA,NA
67297,戚墅堰通成紡織公司,1347,NA,NA
67310,山東悅昇煤礦,77,NA,NA
67313,安徽益華鐵礦,60,NA,NA
67316,安徽寶興鐵礦,60,NA,NA
67318,浙江璋華砩礦,62,NA,NA
67320,浙江第七中學,62,NA,NA
67329,通信兵團,NA,NA,NA
67350,Puhl & Co.,121,NA,NA
67352,Leopold Laserson 廠,121,NA,NA
67357,Westinghouse 廠,1387,NA,NA
67368,C. Kenyon Rubber Tyre Co.,1387,NA,NA
67370,Vulcan Rubber Proofing Co.,1387,NA,NA
67372,南洋岑業良樹膠製造廠,NA,NA,NA
67377,上海大用橡皮製造廠,877,NA,NA
67380,上海華南橡膠雨布廠,877,NA,NA
67382,廣西工業試驗所,73,NA,NA
67384,梧州廣西橡膠製造廠,4962,NA,NA
67412,廣東農工所,74,NA,NA
67417,潮汕港務局,NA,NA,NA
67423,Charleroi A. C. F. C. 廠,NA,NA,NA
67425,廣東省立第四中學,74,NA,NA
67427,汕頭礐光中學,2383,NA,NA
67457,Heinkel Flugzeugwerke,121,NA,NA
67460,Earman,159,NA,NA
67462,Gaudron,NA,NA,NA
67464,廣東空軍飛機工廠,74,NA,NA
