person_id,societies,societies_number,societies_date,societies_status
4382,NA,NA,Republican era,NA
4388,NA,NA,Republican era,NA
4391,NA,NA,Republican era,NA
4392,NA,NA,Republican era,NA
4399,NA,NA,Republican era,NA
4400,NA,NA,Republican era,NA
4413,NA,NA,Republican era,NA
4424,NA,NA,Republican era,NA
4427,NA,NA,Republican era,NA
4434,NA,NA,Republican era,NA
4444,NA,NA,Republican era,NA
4446,NA,NA,Republican era,NA
4448,NA,NA,Republican era,NA
4451,NA,NA,Republican era,NA
4453,Chinese Institute of Electrical Engineers 中國電機工程師學會,NA,Republican era,NA
4458,NA,NA,Republican era,NA
4461,NA,NA,Republican era,NA
4463,NA,NA,Republican era,NA
4465,NA,NA,Republican era,NA
4467,NA,NA,Republican era,NA
4471,NA,NA,Republican era,NA
4473,NA,NA,Republican era,NA
4475,NA,NA,Republican era,NA
4477,NA,NA,Republican era,NA
4480,NA,NA,Republican era,NA
4502,NA,NA,Republican era,NA
4505,NA,NA,Republican era,NA
4507,NA,NA,Republican era,NA
4512,NA,NA,Republican era,NA
4525,NA,NA,Republican era,NA
4531,China Colourists’ Association 中國染化工程學會,NA,Republican era,NA
4541,NA,NA,Republican era,NA
4548,NA,NA,Republican era,NA
4550,NA,NA,Republican era,NA
4552,Chinese Institute of Engineers 中華工程師學會,NA,Republican era,NA
4579,NA,NA,Republican era,NA
4582,NA,NA,Republican era,NA
4591,NA,NA,Republican era,NA
4593,NA,NA,Republican era,NA
4606,NA,NA,Republican era,NA
4615,NA,NA,Republican era,NA
4618,NA,NA,Republican era,NA
4624,NA,NA,Republican era,NA
