"Person H-ID"	"CERD identifier"
470051	59902
470052	59906
470053	7695
470054	59908
470055	59913
470056	59918
470057	59921
470058	59923
470059	59926
470060	59934
470061	59944
470062	59946
470063	59948
470064	7699
470065	59951
470066	59953
470067	59955
470068	59977
470069	59984
470070	59988
470071	60007
470072	60009
470073	60016
470074	60018
470075	7702
470076	60020
470077	60023
470078	60041
470079	60043
470080	60046
470081	60048
470082	60057
470083	60059
470084	60064
470085	60066
470086	7715
470087	60068
470088	60070
470089	60077
470090	60079
470091	60081
470092	60083
470093	60089
470094	60092
470095	60094
470096	60098
470097	7717
470098	60101
470099	60104
470100	60111
470101	60113
470102	60115
470103	60125
470104	60127
470105	60129
470106	60135
470107	60138
470108	7720
470109	60140
470110	60142
470111	60144
470112	60146
470113	60148
470114	60150
470115	60152
470116	60164
470117	60167
470118	60169
470119	7724
470120	60178
470121	60180
470122	60184
470123	60193
470124	60198
470125	60203
470126	60205
470127	60207
470128	60210
470129	60215
470130	7731
470131	60217
470132	60221
470133	60231
470134	60233
470135	60255
470136	60258
470137	60260
470138	60264
470139	60267
470140	60270
470141	7733
470142	60283
470143	60285
470144	60287
470145	60289
470146	60296
470147	60301
470148	60309
470149	60311
470150	60324
470151	60326
470152	1331
470153	7735
470154	60328
470155	60348
470156	60358
470157	60363
470158	60365
470159	60367
470160	60376
470161	60378
470162	60380
470163	60383
470164	7741
470165	60385
470166	60387
470167	60391
470168	60393
470169	60395
470170	60403
470171	60407
470172	60411
470173	60413
470174	60416
470175	7743
470176	60418
470177	60420
470178	60422
470179	60426
470180	60429
470181	60432
470182	60434
470183	60436
470184	60441
470185	60443
470186	7745
470187	60445
470188	60460
470189	60465
470190	60467
470191	60469
470192	60472
470193	60474
470194	60475
470195	60480
470196	60483
470197	7748
470198	60491
470199	60493
470200	60495
470201	60497
470202	60503
470203	60505
470204	60515
470205	60523
470206	60525
470207	60527
470208	7750
470209	60530
470210	60534
470211	60537
470212	60539
470213	60550
470214	60569
470215	60571
470216	60573
470217	60579
470218	60583
470219	7763
470220	60584
470221	60587
470222	60593
470223	60597
470224	60603
470225	60605
470226	60609
470227	60610
470228	60617
470229	60623
470230	7770
470231	60627
470232	60629
470233	60633
470234	60635
470235	60643
470236	60646
470237	60654
470238	60660
470239	60667
470240	60671
470241	7776
470242	60675
470243	60677
470244	60679
470245	60691
470246	60694
470247	60696
470248	60698
470249	60700
470250	60705
470251	60717
470252	7779
470253	60720
470254	60730
470255	60733
470256	60737
470257	60742
470258	60746
470259	60756
470260	60758
470261	60760
470262	60768
470263	1334
470264	7788
470265	60770
470266	60774
470267	60788
470268	60790
470269	60792
470270	60794
470271	60797
470272	60808
470273	60833
470274	60835
470275	7801
470276	60837
470277	60839
470278	60842
470279	60844
470280	60847
470281	60850
470282	60853
470283	60868
470284	60878
470285	60880
470286	7804
470287	60882
470288	60895
470289	60900
470290	60902
470291	60904
470292	60912
470293	60922
470294	60926
470295	60930
470296	60947
470297	7808
470298	60949
470299	60952
470300	60963
470301	60966
470302	60968
470303	60973
470304	60975
470305	60977
470306	60979
470307	60981
470308	7810
470309	60983
470310	60986
470311	60996
470312	61001
470313	61003
470314	61005
470315	61007
470316	61010
470317	61016
470318	61021
470319	7814
470320	61029
470321	61034
470322	61036
470323	61051
470324	61053
470325	61055
470326	61058
470327	61060
470328	61062
470329	61065
470330	7816
470331	61067
470332	61075
470333	61078
470334	61080
470335	61082
470336	61085
470337	61087
470338	61089
470339	61094
470340	61096
470341	7818
470342	61100
470343	61104
470344	61106
470345	61109
470346	61111
470347	61113
470348	61118
470349	61120
470350	61122
470351	61127
470352	7829
470353	61130
470354	61134
470355	61136
470356	61138
470357	61140
470358	61142
470359	61144
470360	61150
470361	61153
470362	61157
470363	7832
470364	61175
470365	61179
470366	61193
470367	61195
470368	61197
470369	61199
470370	61203
470371	61206
470372	61213
470373	61215
470374	1351
470375	7835
470376	61217
470377	61224
470378	61227
470379	61229
470380	61233
470381	61248
470382	61250
470383	61260
470384	61273
470385	61275
470386	7837
470387	61278
470388	61280
470389	61282
470390	61284
470391	61286
470392	61295
470393	61310
470394	61314
470395	61320
470396	61322
470397	7840
470398	61330
470399	61332
470400	61336
470401	61339
470402	61356
470403	61360
470404	61362
470405	61365
470406	61367
470407	61369
470408	7843
470409	61371
470410	61373
470411	61376
470412	61387
470413	61389
470414	61394
470415	61396
470416	61413
470417	61424
470418	61432
470419	7845
470420	61434
470421	61435
470422	61437
470423	61439
470424	61444
470425	61446
470426	61454
470427	61456
470428	61468
470429	61470
470430	7851
470431	61472
470432	61474
470433	61476
470434	61481
470435	61483
470436	61485
470437	61487
470438	61489
470439	61491
470440	61493
470441	7859
470442	61495
470443	61504
470444	61506
470445	61515
470446	61518
470447	61521
470448	61523
470449	61530
470450	61535
470451	61537
470452	7864
470453	61544
470454	61549
470455	61551
470456	61554
470457	61558
470458	61572
470459	61574
470460	61576
470461	61577
470462	61580
470463	7866
470464	61588
470465	61589
470466	61591
470467	61593
470468	61605
470469	61614
470470	61618
470471	61622
470472	61627
470473	61634
470474	7868
470475	61636
470476	61637
470477	61639
470478	61654
470479	61656
470480	61660
470481	61665
470482	61679
470483	61682
470484	61685
470485	1355
470486	7870
470487	61689
470488	61695
470489	61697
470490	61700
470491	61702
470492	61704
470493	61713
470494	61715
470495	61722
470496	61724
470497	7873
470498	61729
470499	61740
470500	61742
470501	61744
470502	61746
470503	61748
470504	61755
470505	61757
470506	61759
470507	61764
470508	7876
470509	61779
470510	61791
470511	61794
470512	61796
470513	61799
470514	61801
470515	61805
470516	61809
470517	61811
470518	61813
470519	7881
470520	61826
470521	61831
470522	61835
470523	61852
470524	61855
470525	61857
470526	61868
470527	61870
470528	61883
470529	61901
470530	7907
470531	61903
470532	61912
470533	61933
470534	61937
470535	61960
470536	61973
470537	61975
470538	61979
470539	61983
470540	61985
470541	7909
470542	61987
470543	61991
470544	62003
470545	62006
470546	62010
470547	62012
470548	62014
470549	62016
470550	62018
470551	62027
470552	7910
470553	62031
470554	62034
470555	62042
470556	62045
470557	62048
470558	62051
470559	62055
470560	62067
470561	62070
470562	62073
470563	7917
470564	62079
470565	62081
470566	62086
470567	62095
470568	62098
470569	62100
470570	62105
470571	62107
470572	62112
470573	62115
470574	7919
470575	62117
470576	62123
470577	62129
470578	62132
470579	62136
470580	62143
470581	62145
470582	62150
470583	62155
470584	62156
470585	7923
470586	62173
470587	62175
470588	62179
470589	62181
470590	62186
470591	62190
470592	62194
470593	62200
470594	62202
470595	62204
470596	478
470597	1358
470598	7928
470599	62206
470600	62208
470601	62222
470602	62224
470603	62230
470604	62241
470605	62244
470606	62246
470607	62255
470608	62264
470609	7935
470610	62268
470611	62270
470612	62273
470613	62276
470614	62287
470615	62292
470616	62294
470617	62302
470618	62304
470619	62306
470620	7937
470621	62317
470622	62319
470623	62321
470624	62323
470625	62333
470626	62335
470627	62337
470628	62339
470629	62344
470630	62364
470631	7945
470632	62369
470633	62385
470634	62387
470635	62389
470636	62392
470637	62394
470638	62399
470639	62404
470640	62408
470641	62410
470642	7948
470643	62412
470644	62414
470645	62416
470646	62418
470647	62420
470648	62423
470649	62426
470650	62428
470651	62431
470652	62433
470653	7950
470654	62436
470655	62438
470656	62441
470657	62459
470658	62461
470659	62469
470660	62474
470661	62484
470662	62487
470663	62489
470664	7952
470665	62491
470666	62493
470667	62495
470668	62498
470669	62500
470670	62502
470671	62504
470672	62510
470673	62512
470674	62514
470675	7955
470676	62516
470677	62518
470678	62520
470679	62522
470680	62530
470681	62534
470682	62537
470683	62539
470684	62542
470685	62544
470686	7961
470687	62547
470688	62550
470689	62552
470690	62554
470691	62556
470692	62558
470693	62560
470694	62562
470695	62564
470696	62566
470697	7963
470698	62569
470699	62574
470700	62582
470701	62584
470702	62586
470703	62589
470704	62591
470705	62604
470706	62606
470707	62608
470708	1361
470709	7966
470710	62613
470711	62615
470712	62617
470713	62619
470714	62621
470715	62635
470716	62644
470717	62647
470718	62654
470719	62656
470720	7968
470721	62658
470722	62662
470723	62664
470724	62681
470725	62689
470726	62691
470727	62694
470728	62696
470729	62698
470730	62700
470731	7970
470732	62702
470733	62718
470734	62720
470735	62722
470736	62729
470737	62731
470738	62741
470739	62743
470740	62746
470741	62748
470742	7972
470743	62753
470744	62756
470745	62765
470746	62767
470747	62769
470748	62772
470749	62774
470750	62777
470751	62783
470752	62785
470753	7974
470754	62787
470755	62795
470756	62804
470757	62807
470758	62809
470759	62811
470760	62813
470761	62825
470762	62827
470763	62829
470764	7977
470765	62831
470766	62834
470767	62836
470768	62838
470769	62840
470770	62844
470771	62855
470772	62860
470773	62869
470774	62874
470775	7981
470776	62876
470777	62878
470778	62880
470779	62883
470780	62899
470781	62903
470782	62905
470783	62909
470784	62911
470785	62918
470786	7986
470787	62936
470788	62938
470789	62940
470790	62944
470791	62946
470792	62950
470793	62952
470794	62954
470795	62957
470796	62961
470797	7997
470798	62966
470799	62968
470800	62970
470801	62987
470802	62990
470803	62996
470804	62998
470805	63006
470806	63009
470807	63028
470808	7999
470809	63030
470810	63033
470811	63036
470812	63051
470813	63053
470814	63069
470815	63083
470816	63102
470817	63107
470818	63109
470819	1363
470820	8007
470821	63114
470822	63119
470823	63121
470824	63130
470825	63143
470826	63145
470827	63149
470828	63151
470829	63153
470830	63155
470831	8020
470832	63157
470833	63162
470834	63164
470835	63168
470836	63170
470837	63177
470838	63180
470839	63182
470840	63184
470841	63187
470842	8023
470843	63190
470844	63193
470845	63198
470846	63200
470847	63202
470848	63204
470849	63210
470850	63213
470851	63215
470852	63217
470853	8025
470854	63219
470855	63223
470856	63225
470857	63240
470858	63251
470859	63253
470860	63255
470861	63260
470862	63262
470863	63264
470864	8027
470865	63266
470866	63270
470867	63272
470868	63275
470869	63282
470870	63304
470871	63306
470872	63310
470873	63318
470874	63325
470875	8046
470876	63341
470877	63343
470878	63346
470879	63352
470880	63355
470881	63358
470882	63365
470883	63371
470884	63374
470885	63378
470886	8050
470887	63380
470888	63383
470889	63385
470890	63387
470891	63392
470892	63395
470893	63398
470894	63402
470895	63404
470896	63407
470897	8061
470898	63417
470899	63426
470900	63443
470901	63448
470902	63454
470903	63463
470904	63469
470905	63471
470906	63474
470907	63476
470908	8065
470909	63478
470910	63481
470911	63483
470912	63490
470913	63492
470914	63494
470915	63497
470916	63499
470917	63502
470918	63516
470919	8067
470920	63519
470921	63522
470922	63523
470923	63527
470924	63530
470925	63547
470926	63553
470927	63555
470928	63573
470929	63620
470930	1366
470931	8074
470932	63622
470933	63624
470934	63627
470935	63629
470936	63637
470937	63642
470938	63645
470939	63650
470940	63653
470941	63668
470942	8077
470943	63670
470944	63673
470945	63675
470946	63677
470947	63679
470948	63682
470949	63702
470950	63704
470951	63706
470952	63709
470953	8083
470954	63711
470955	63714
470956	63719
470957	63727
470958	63731
470959	63742
470960	63745
470961	63747
470962	63761
470963	63763
470964	8097
470965	63765
470966	63767
470967	63770
470968	63772
470969	63775
470970	63778
470971	63783
470972	63786
470973	63803
470974	63806
470975	8115
470976	63808
470977	63811
470978	63814
470979	63816
470980	63818
470981	63820
470982	63825
470983	63827
470984	63831
470985	63833
470986	8121
470987	63835
470988	63837
470989	63842
470990	63844
470991	63846
470992	63849
470993	63864
470994	63872
470995	63874
470996	63876
470997	8124
470998	63878
470999	63881
471000	63889
471001	63892
471002	63895
471003	63899
471004	63901
471005	63903
471006	63905
471007	63907
471008	8126
471009	63913
471010	63915
471011	63917
471012	63919
471013	63921
471014	63923
471015	63925
471016	63934
471017	63937
471018	63946
471019	8137
471020	63948
471021	63952
471022	63954
471023	63956
471024	63970
471025	63972
471026	63974
471027	63979
471028	63981
471029	63983
471030	8140
471031	63986
471032	63989
471033	63993
471034	63997
471035	64003
471036	64007
471037	64009
471038	64011
471039	64013
471040	64015
471041	1373
471042	8151
471043	64026
471044	64028
471045	64031
471046	64034
471047	64036
471048	64041
471049	64044
471050	64047
471051	64049
471052	64051
471053	8155
471054	64055
471055	64057
471056	64062
471057	64064
471058	64068
471059	64070
471060	64073
471061	64076
471062	64081
471063	64084
471064	8157
471065	64086
471066	64088
471067	64092
471068	64094
471069	64096
471070	64100
471071	64102
471072	64107
471073	64110
471074	64112
471075	8159
471076	64114
471077	64116
471078	64118
471079	64121
471080	64126
471081	64141
471082	64157
471083	64159
471084	64161
471085	64165
471086	8164
471087	64170
471088	64172
471089	64176
471090	64181
471091	64183
471092	64185
471093	64188
471094	64190
471095	64206
471096	64208
471097	8167
471098	64216
471099	64219
471100	64224
471101	64226
471102	64244
471103	64247
471104	64252
471105	64255
471106	64258
471107	64261
471108	8173
471109	64263
471110	64265
471111	64267
471112	64271
471113	64273
471114	64276
471115	64278
471116	64282
471117	64284
471118	64287
471119	8180
471120	64289
471121	64291
471122	64293
471123	64295
471124	64307
471125	64309
471126	64313
471127	64315
471128	64318
471129	64321
471130	8184
471131	64328
471132	64330
471133	64332
471134	64335
471135	64338
471136	64344
471137	64361
471138	64363
471139	64365
471140	64367
471141	8187
471142	64369
471143	64383
471144	64385
471145	64387
471146	64391
471147	64393
471148	64411
471149	64416
471150	64424
471151	64428
471152	1375
471153	8192
471154	64430
471155	64432
471156	64434
471157	64436
471158	64438
471159	64442
471160	64444
471161	64452
471162	64453
471163	64455
471164	8195
471165	64457
471166	64467
471167	64469
471168	64472
471169	64474
471170	64477
471171	64480
471172	64493
471173	64495
471174	64501
471175	8197
471176	64504
471177	64508
471178	64530
471179	64543
471180	64546
471181	64548
471182	64561
471183	64565
471184	64574
471185	64583
471186	8199
471187	64591
471188	64595
471189	64610
471190	64612
471191	64614
471192	64616
471193	64626
471194	64629
471195	64637
471196	64639
471197	8201
471198	64641
471199	64644
471200	64662
471201	64664
471202	64669
471203	64680
471204	64690
471205	64692
471206	64694
471207	64698
471208	8204
471209	64700
471210	64702
471211	64707
471212	64709
471213	64711
471214	64716
471215	64719
471216	64721
471217	64723
471218	64727
471219	8206
471220	64730
471221	64732
471222	64734
471223	64737
471224	64739
471225	64744
471226	64746
471227	64748
471228	64750
471229	64752
471230	8208
471231	64754
471232	64761
471233	64764
471234	64766
471235	64775
471236	64789
471237	64793
471238	64797
471239	64799
471240	64807
471241	8212
471242	64809
471243	64811
471244	64823
471245	64825
471246	64843
471247	64845
471248	64847
471249	64857
471250	64860
471251	64869
471252	8218
471253	64871
471254	64878
471255	64882
471256	64888
471257	64893
471258	64895
471259	64898
471260	64905
471261	64910
471262	64913
471263	1377
471264	8220
471265	64915
471266	64917
471267	64931
471268	64933
471269	64936
471270	64940
471271	64942
471272	64944
471273	64961
471274	64963
471275	8222
471276	64972
471277	64974
471278	64976
471279	64978
471280	64980
471281	64987
471282	64992
471283	64998
471284	65006
471285	65008
471286	8224
471287	65010
471288	65021
471289	65023
471290	65033
471291	65035
471292	65044
471293	65059
471294	65071
471295	65073
471296	65078
471297	8232
471298	65080
471299	65084
471300	65092
471301	65094
471302	65097
471303	65099
471304	65101
471305	65103
471306	65110
471307	65112
471308	8234
471309	65114
471310	65116
471311	65118
471312	65121
471313	65124
471314	65137
471315	65140
471316	65142
471317	65146
471318	65148
471319	8236
471320	65150
471321	65154
471322	65157
471323	65159
471324	65170
471325	65178
471326	65181
471327	65183
471328	65186
471329	65188
471330	8239
471331	65191
471332	65196
471333	65202
471334	65204
471335	65208
471336	65210
471337	65218
471338	65220
471339	65222
471340	65224
471341	8245
471342	65233
471343	65235
471344	65237
471345	65239
471346	65250
471347	65253
471348	65255
471349	65257
471350	65260
471351	65262
471352	8247
471353	65264
471354	65271
471355	65282
471356	65284
471357	65292
471358	65294
471359	65296
471360	65298
471361	65300
471362	65303
471363	8250
471364	65305
471365	65308
471366	65310
471367	65317
471368	65319
471369	65329
471370	65331
471371	65334
471372	65336
471373	65338
471374	1399
471375	8259
471376	65344
471377	65348
471378	65350
471379	65352
471380	65355
471381	65357
471382	65359
471383	65363
471384	65366
471385	65369
471386	8261
471387	65375
471388	65378
471389	65381
471390	65384
471391	65387
471392	65391
471393	65408
471394	65420
471395	65422
471396	65426
471397	8270
471398	65428
471399	65438
471400	65442
471401	65447
471402	65450
471403	65453
471404	65455
471405	65462
471406	65467
471407	65482
471408	8277
471409	65484
471410	65493
471411	65496
471412	65498
471413	65500
471414	65507
471415	65509
471416	65512
471417	65514
471418	65528
471419	8281
471420	65530
471421	65532
471423	65545
471424	65548
471425	65550
471426	65555
471427	65565
471428	65568
471429	65570
471430	8288
471431	65572
471432	65575
471433	65577
471434	65585
471435	65587
471436	65589
471437	65593
471438	65596
471439	65598
471440	65607
471441	8290
471442	65611
471443	65613
471444	65622
471445	65637
471446	65639
471447	65642
471448	65649
471449	65651
471450	65663
471451	65665
471452	8294
471453	65667
471454	65669
471455	65672
471456	65681
471457	65686
471458	65690
471459	65692
471460	65696
471461	65698
471462	65708
471463	8301
471464	65717
471465	65722
471466	65725
471467	65727
471469	65737
471470	65746
471471	65748
471472	65750
471473	65753
471474	8303
471475	65760
471476	65774
471477	65779
471478	65782
471479	65791
471480	65809
471481	65812
471482	65814
471483	65816
471484	65819
471485	1408
471486	8306
471487	65822
471488	65824
471489	65832
471490	65837
471492	65845
471493	65849
471494	65851
471495	65855
471496	65857
471497	8320
471498	65859
471499	65869
471500	65896
471501	65898
471502	65909
471503	65911
471504	65920
471505	65925
471506	65927
471507	65933
471508	8340
471509	65935
471510	65937
471511	65939
471512	65942
471513	65954
471514	65958
471515	65961
471516	65969
471517	65971
471518	65973
471519	8343
471520	65977
471521	65980
471522	65982
471523	65985
471524	65987
471525	65994
471526	66001
471527	66004
471528	66006
471529	66008
471530	8346
471531	66010
471532	66012
471533	66014
471534	66019
471535	66021
471536	66023
471537	66025
471538	66027
471539	66028
471540	66045
471541	8356
471542	66051
471543	66052
471544	66056
471545	66059
471546	66061
471547	66064
471548	66066
471549	66067
471550	66069
471551	66072
471552	8359
471553	66074
471554	66084
471555	66088
471556	66090
471557	66092
471558	66094
471559	66100
471560	66104
471561	66109
471562	66110
471563	8361
471564	66116
471565	66117
471566	66122
471567	66125
471568	66132
471569	66134
471570	66147
471571	66156
471572	66159
471573	66171
471574	8363
471575	66176
471576	66179
471577	66183
471578	66187
471579	66188
471580	66193
471581	66195
471582	66201
471583	66212
471584	66214
471585	8365
471586	66215
471587	66231
471588	66232
471589	66235
471590	66236
471591	66243
471592	66245
471593	66250
471594	66254
471595	66256
471596	1414
471597	8368
471598	66260
471599	66263
471600	66273
471601	66276
471602	66279
471603	66283
471604	66285
471605	66287
471606	66295
471607	66296
471608	8370
471609	66298
471610	66301
471611	66303
471612	66305
471613	66308
471614	66309
471615	66316
471616	66318
471617	66320
471618	66322
471619	8372
471620	66330
471621	66337
471622	66339
471623	66342
471624	66344
471625	66346
471626	66366
471627	66370
471628	66372
471629	66380
471630	8378
471631	66382
471632	66396
471633	66399
471634	66401
471635	66403
471636	66408
471637	66410
471638	66412
471639	66414
471640	66423
471641	8380
471642	66425
471643	66428
471644	66432
471645	66437
471646	66439
471647	66443
471648	66445
471649	66447
471650	66450
471651	66452
471652	8382
471653	66454
471654	66457
471655	66463
471656	66465
471657	66467
471658	66469
471659	66471
471660	66473
471661	66486
471662	66488
471663	8384
471664	66491
471665	66516
471666	66518
471667	66520
471668	66522
471669	66524
471670	66526
471671	66529
471672	66554
471673	66556
471674	8391
471675	66564
471676	66566
471677	66574
471678	66576
471679	66581
471680	66583
471681	66585
471682	66587
471683	66591
471684	66594
471685	8393
471686	66605
471687	66617
471688	66619
471689	66622
471690	66624
471691	66635
471692	66644
471693	66656
471694	66659
471695	66668
471696	8418
471697	66680
471698	66682
471699	66684
471700	66689
471701	66691
471702	66693
471703	66707
471704	66712
471705	66714
471706	66720
471707	495
471708	1424
471709	8427
471710	66729
471711	66732
471712	66734
471713	66745
471714	66747
471715	66752
471716	66754
471717	66756
471718	66759
471719	66761
471720	8429
471721	66764
471722	66767
471723	66769
471724	66773
471725	66776
471726	66778
471727	66780
471728	66782
471729	66784
471730	66786
471731	8433
471732	66790
471733	66792
471734	66794
471735	66803
471736	66807
471737	66809
471738	66811
471739	66818
471740	66828
471741	66830
471742	8435
471743	66832
471744	66834
471745	66836
471746	66838
471747	66840
471748	66842
471749	66844
471750	66846
471751	66849
471752	66851
471753	8447
471754	66854
471755	66870
471756	66885
471757	66889
471758	66894
471759	66898
471760	66901
471761	66904
471762	66907
471763	66909
471764	8449
471765	66912
471766	66917
471767	66920
471768	66932
471769	66937
471770	66947
471771	66949
471772	66952
471773	66959
471774	66971
471775	8452
471776	66973
471777	66982
471778	66984
471779	66989
471780	66998
471781	67000
471782	67009
471783	67011
471784	67013
471785	67015
471786	8468
471787	67022
471788	67026
471789	67035
471790	67040
471791	67051
471792	67054
471793	67057
471794	67059
471795	67061
471796	67063
471797	8474
471798	67068
471799	67075
471800	67079
471801	67081
471802	67083
471803	67096
471804	67099
471805	67101
471806	67103
471807	67106
471808	8481
471809	67117
471810	67120
471811	67136
471812	67146
471813	67150
471814	67153
471815	67155
471816	67158
471817	67160
471818	67162
471819	1426
471820	8486
471821	67164
471822	67166
471823	67168
471824	67170
471825	67175
471826	67179
471827	67181
471828	67187
471829	67194
471830	67198
471831	8488
471832	67200
471833	67203
471834	67205
471835	67207
471836	67209
471837	67211
471838	67214
471839	67217
471840	67220
471841	67222
471842	8490
471843	67229
471844	67232
471845	67234
471846	67236
471847	67242
471848	67258
471849	67260
471850	67262
471851	67267
471852	67269
471853	8493
471854	67272
471855	67280
471856	67289
471857	67291
471858	67299
471859	67301
471860	67303
471861	67306
471862	67322
471863	67325
471864	8507
471865	67332
471866	67336
471867	67339
471868	67343
471869	67354
471870	67359
471871	67361
471872	67363
471873	67385
471874	67388
471875	8509
471876	67390
471877	67398
471878	67400
471880	67428
471881	67430
471882	67432
471883	67434
471884	67436
471885	67443
471886	8516
471887	67445
471888	67447
471889	67449
471890	67451
471891	67454
471892	67469
471893	67471
471894	67476
471895	67479
471896	67488
471897	8518
471898	67492
471899	67498
471900	67504
471901	67509
471902	67511
471903	67528
471904	67532
471905	67534
471906	67536
471907	67539
471908	8520
471910	67554
471911	67556
471912	67568
471913	67574
471914	67577
471915	67581
471916	67585
471917	67587
471918	67589
471919	8522
471920	67604
471921	67616
471922	67621
471923	67623
471924	67625
471925	67627
471926	67629
471927	67631
471928	67635
471929	67637
471930	1432
471931	8524
471932	67644
471933	67658
471934	67663
471935	67667
471936	67669
471937	67673
471938	67676
471939	67678
471940	67682
471941	67684
471942	8531
471943	67686
471944	67688
471945	67690
471946	67692
471947	67701
471948	67703
471949	67707
471950	67712
471951	67718
471952	67725
471953	8533
471954	67727
471955	67734
471956	67736
471957	67745
471958	67747
471959	67749
471960	67751
471961	67755
471962	67758
471963	67763
471964	8551
471965	67765
471966	67767
471967	67772
471968	67801
471969	67807
471970	67818
471971	67820
471972	67836
471973	67838
471974	67840
471975	8555
471976	67844
471977	67846
471978	67851
471979	67853
471980	67856
471981	67861
471982	67863
471983	67865
471984	67880
471985	67883
471986	8559
471987	67894
471988	67901
471989	67904
471990	67906
471991	67911
471992	67914
471993	67916
471994	67920
471995	67922
471996	67928
471997	8570
471998	67930
471999	67932
472000	67936
472001	67938
472002	67941
472003	67952
472004	67958
472005	67963
472006	67965
472007	67967
472008	8573
472009	67970
472010	67972
472011	67977
472012	67979
472013	67983
472014	67986
472015	67988
472016	67992
472017	67994
472018	67996
472019	8577
472020	67998
472021	68001
472023	68014
472024	68017
472025	68019
472026	68024
472027	68026
472028	68028
472029	68032
472030	8579
472031	68034
472032	68036
472033	68039
472034	68041
472035	68045
472036	68047
472037	68051
472038	68054
472039	68062
472040	68065
472041	1458
472042	8586
472044	68083
472045	68089
472046	68092
472047	68094
472048	68096
472049	68098
472050	68100
472051	68104
472052	68106
472053	8593
472054	68108
472055	68113
472056	68117
472057	68126
472058	68128
472059	68131
472060	68135
472061	68141
472062	68144
472063	68148
472064	8596
472065	68150
472066	68153
472067	68155
472068	68232
472069	68234
472070	68236
472071	68245
472072	68247
472073	68250
472074	68258
472075	8598
472076	68261
472077	68264
472078	68266
472079	68268
472080	68272
472081	68275
472082	68278
472083	68282
472084	68284
472085	68292
472086	8601
472087	68294
472088	68297
472089	68299
472090	68301
472091	68309
472092	68311
472093	68313
472094	68315
472095	68320
472096	68337
472097	8603
472098	68344
472100	68353
472101	68357
472102	68370
472103	68374
472104	68378
472105	68381
472106	68387
472107	68403
472108	8612
472109	68421
472110	68433
472111	68445
472112	68457
472113	68464
472114	68466
472115	68468
472116	68470
472117	68473
472118	68475
472119	8615
472120	68487
472121	68491
472122	68493
472123	68496
472124	68498
472125	68500
472126	68502
472127	68504
472128	68506
472129	68508
472130	8617
472131	68510
472132	68512
472133	68515
472134	68517
472135	68519
472136	68539
472137	68542
472138	68549
472139	68551
472140	68553
472141	8629
472142	68555
472143	68557
472144	68559
472145	68568
472146	68570
472147	68572
472148	68574
472149	68577
472150	68579
472151	68584
472152	1464
472153	8632
472154	68586
472155	68590
472156	68592
472157	68594
472158	68598
472159	68604
472160	68606
472161	68608
472162	68611
472163	68618
472164	8634
472165	68620
472166	68622
472167	68624
472168	68626
472169	68628
472170	68631
472171	68633
472172	68635
472173	68637
472174	68639
472175	8637
472176	68648
472177	68650
472178	68652
472179	68665
472180	68667
472181	68672
472182	68675
472183	68678
472184	68682
472185	68693
472186	8640
472187	68696
472188	68698
472189	68700
472190	68702
472191	68705
472192	68721
472193	68727
472194	68730
472195	68733
472196	68735
472197	8643
472198	68737
472199	68739
472200	68741
472201	68743
472202	68750
472203	68758
472204	68761
472205	68763
472206	68768
472207	68771
472208	8645
472209	68776
472210	68778
472211	68780
472212	68787
472213	68790
472214	68792
472215	68794
472216	68796
472217	68810
472218	68812
472219	8650
472220	68814
472221	68817
472222	68819
472223	68822
472224	68824
472225	68826
472226	68830
472227	68838
472228	68847
472229	68851
472230	8653
472231	68853
472232	68855
472233	68865
472235	68875
472236	68878
472237	68880
472238	68885
472239	68887
472240	68889
472241	8655
472242	68891
472243	68893
472244	68895
472245	68898
472246	68900
472247	68908
472248	68910
472249	68912
472250	68914
472251	68917
472252	8657
472253	68920
472254	68925
472255	68929
472256	68931
472257	68939
472258	68941
472259	68943
472260	68945
472261	68947
472262	68949
472263	1469
472264	8659
472265	68953
472266	68961
472267	68963
472268	68966
472269	68971
472270	68981
472271	68984
472272	68986
472273	68992
472274	68995
472275	8671
472276	68998
472277	69000
472278	69002
472279	69025
472280	69029
472281	69032
472282	69034
472283	69036
472284	69038
472285	69040
472286	8674
472287	69049
472288	69051
472289	69053
472290	69070
472291	69074|69072
472292	69076
472293	69083
472294	69087
472295	69089
472296	69092
472297	8678
472298	69094
472299	69107
472300	69114
472301	69120
472302	69123
472303	69125
472304	69128
472305	69130
472306	69144
472307	69146
472308	8685
472309	69159
472310	69161
472311	69164
472312	69166
472313	69168
472314	69170
472315	69174
472316	69183
472317	69192
472318	69194
472319	8698
472320	69196
472321	69199
472322	69207
472323	69209
472324	69212
472325	69214
472326	69217
472327	69219
472328	69221
472329	69225
472330	8701
472331	69227
472332	69230
472333	69237
472334	69239
472335	69241
472336	69252
472337	69254
472338	69256
472339	69259
472340	69261
472341	8715
472342	69265
472343	69267
472344	69270
472345	69280
472346	69282
472347	69284
472348	69287
472349	69289
472350	69292
472351	69299
472352	8721
472353	69301
472354	69304
472355	69306
472356	69310
472357	69316
472358	69331
472359	69335
472360	69337
472361	69339
472362	69341
472363	8724
472364	69347
472365	69349
472366	69352
472367	69354
472368	69374
472369	69384
472370	69394
472371	69406
472372	69408
472373	69409
472374	1471
472375	8735
472376	69411
472377	69412
472378	69413
472379	69414
472380	69415
472381	69416
472382	69417
472383	69419
472384	69420
472385	69421
472386	8739
472387	69422
472388	69423
472389	69427
